new_order_id,mid_index,Location_idx,Location,Copyright,Date,Latitude,Longitude,PanoID,Status,Google Location,dist_to_start_point,points,SWEREF_Points
346,9583,187381,"59.31455019245283, 18.08395244402985",© Google,2023-03,59.31457767637874,18.08423803249031,7dxfeu8WxJLlQ7AHdx9mLg,OK,"59.31457767637874, 18.08423803249031",1431.6548462887563,POINT (18.08423803249031 59.31457767637874),POINT (675537.0187919821 6579145.833048495)
347,9589,145467,"59.31203674339623, 18.068294587686566",© Google,2022-08,59.31208952685441,18.06852419496732,QBLyFTsq7uF-cFd_X_4urA,OK,"59.31208952685441, 18.06852419496732",1431.858193471412,POINT (18.06852419496732 59.31208952685441),POINT (674655.853322206 6578827.636180639)
348,9600,102241,"59.3159864490566, 18.05140521455224",© Google,2023-03,59.31594087586799,18.05137192424559,gFtAlXqGPupY04HqhB92wQ,OK,"59.31594087586799, 18.05137192424559",1432.6923859837818,POINT (18.05137192424559 59.31594087586799),POINT (673660.3679894356 6579211.35527438)
349,9668,90127,"59.32056451698113, 18.045599492537313",© Google,2022-09,59.32068728007758,18.04551476921552,D2co4nvh_XurOhKq92xAKg,OK,"59.32068728007758, 18.04551476921552",1437.5379319150643,POINT (18.04551476921552 59.32068728007758),POINT (673303.0070817254 6579724.278102638)
350,9680,110939,"59.33537591320755, 18.054923833955222",© Google,2023-03,59.33556689341057,18.05501741439348,hfCBrkM7QZyaSwpmpZnFUg,OK,"59.33556689341057, 18.05501741439348",1438.3136940661102,POINT (18.05501741439348 59.33556689341057),POINT (673767.4946071521 6581404.8564583175)
351,9721,207198,"59.31742270566038, 18.090110027985073",© Google,2011-05,59.31753483488428,18.09010893418602,4wEujpd0NLSKKbFDwKqhUQ,OK,"59.31753483488428, 18.09010893418602",1440.8810642879787,POINT (18.09010893418602 59.31753483488428),POINT (675855.7238206286 6579490.391657803)
352,9734,117384,"59.336542871698114, 18.057386867537314",© Google,2022-09,59.33639184927163,18.05758747323974,WrFvQZlVurMACXLHmlnjPQ,OK,"59.33639184927163, 18.05758747323974",1441.3383702692545,POINT (18.05758747323974 59.33639184927163),POINT (673909.3933808263 6581503.368503533)
353,9759,219036,"59.32496305283019, 18.093980509328357",© Google,2020-07,59.32501109403778,18.09470040950237,mIKCAQ2yyw8ZuLZSIq44TA,OK,"59.32501109403778, 18.09470040950237",1442.991768567425,POINT (18.09470040950237 59.32501109403778),POINT (676078.2151964849 6580334.471276737)
354,9786,178528,"59.336453105660375, 18.080961617537312",© Google,2020-07,59.33633666792034,18.08146397725978,u3sXxhe6pObRExu2Abra3w,OK,"59.33633666792034, 18.08146397725978",1445.051286994172,POINT (18.08146397725978 59.33633666792034),POINT (675267.0986693082 6581559.841338127)
355,9792,122376,"59.31311393584905, 18.059322108208956",© Google,2022-09,59.31299282599778,18.05943817038172,xSPW-SETtNxGP2nPF0Jidw,OK,"59.31299282599778, 18.05943817038172",1445.3334923714606,POINT (18.05943817038172 59.31299282599778),POINT (674134.3060678113 6578904.360200473)
356,9798,149728,"59.33788936226415, 18.06987796641791",© Google,2023-03,59.33791092443794,18.06982988577934,SLgoQ_M8Qzwme3rp_lV9IA,OK,"59.33791092443794, 18.06982988577934",1445.699351988407,POINT (18.06982988577934 59.33791092443794),POINT (674597.5995345287 6581704.454119757)
357,9856,172536,"59.31293440377358, 18.078674514925375",© Google,2023-03,59.31284449260848,18.07876869958364,xpQ9bhnZ8QksKsxfJ64heg,OK,"59.31284449260848, 18.07876869958364",1449.709814844217,POINT (18.07876869958364 59.31284449260848),POINT (675234.8008035168 6578938.561528968)
358,9905,135707,"59.33770983018868, 18.06442410634328",© Google,2023-04,59.33773506477132,18.06440713748065,y6Fn7i4RMUPw3pIe3Iy_gQ,OK,"59.33773506477132, 18.06440713748065",1453.4091078956449,POINT (18.06440713748065 59.33773506477132),POINT (674290.2214625563 6581670.675506343)
359,9924,139024,"59.31194697735849, 18.065831554104477",© Google,2011-05,59.31199596056517,18.06588944196223,6BrnlYYG4IaZeTgRw2PBcw,OK,"59.31199596056517, 18.06588944196223",1454.946919124119,POINT (18.06588944196223 59.31199596056517),POINT (674506.4353197722 6578810.316854435)
360,9940,181937,"59.31365253207547, 18.082193134328357",© Google,2023-03,59.31361054622388,18.08213285699765,B7xZj4_Jn3uS3hDLN39Ffw,OK,"59.31361054622388, 18.08213285699765",1456.3984573950845,POINT (18.08213285699765 59.31361054622388),POINT (675422.2432823554 6579032.6645291755)
361,9972,141978,"59.33797912830189, 18.066887139925374",© Google,2023-04,59.33798092725302,18.06720303044712,SjtHLXYk0rAOM-d9sJvD6A,OK,"59.33798092725302, 18.06720303044712",1458.4001976037553,POINT (18.06720303044712 59.33798092725302),POINT (674447.9057747539 6581705.357861959)
362,10000,105907,"59.3147297245283, 18.052988593283583",© Google,2022-09,59.31482143509832,18.05303901153464,7Pwroppnx0W4AY9FVdU37g,OK,"59.31482143509832, 18.05303901153464",1460.3822040596085,POINT (18.05303901153464 59.31482143509832),POINT (673760.9165009637 6579091.132395965)
363,10013,88761,"59.32891275849057, 18.044895768656716",© Google,2022-11,59.32891339724126,18.04489745447414,LQCSd1A18G8zdrb24IKhTQ,OK,"59.32891339724126, 18.04489745447414",1461.183152286669,POINT (18.04489745447414 59.32891339724126),POINT (673226.0147298384 6580638.080178791)
364,10056,86655,"59.3264890754717, 18.04384018283582",© Google,2022-06,59.32662711425337,18.04386095290161,zjmW5cFrU00RrSBQJ5KPfA,OK,"59.32662711425337, 18.04386095290161",1463.6094729085005,POINT (18.04386095290161 59.32662711425337),POINT (673178.7103617099 6580380.964460832)
365,10057,121151,"59.33708146792453, 18.058794315298506",© Google,2022-09,59.3369576370425,18.05898080112881,PMAiekCGZYjGogCrFxqkrw,OK,"59.3369576370425, 18.05898080112881",1463.6716612504783,POINT (18.05898080112881 59.3369576370425),POINT (673985.7127086382 6581569.969934952)
366,10083,196190,"59.33465778490566, 18.08659140858209",© Google,2023-03,59.33460552830299,18.08683245540098,egvmw-9Id5xz99A-VOSy8A,OK,"59.33460552830299, 18.08683245540098",1466.3560498182983,POINT (18.08683245540098 59.33460552830299),POINT (675581.2404318169 6581381.347535344)
367,10086,176998,"59.31311393584905, 18.080433824626866",© Google,2023-03,59.31307081636812,18.08050812530728,TaZxrnG18wQWHbWMP33jeQ,OK,"59.31307081636812, 18.08050812530728",1466.4124546570229,POINT (18.08050812530728 59.31307081636812),POINT (675332.5926796467 6578968.32510688)
368,10124,92632,"59.31849989811321, 18.046831009328358",© Google,2023-03,59.31842351710215,18.04692184345619,JficsQ9ywkiLuPsi_9uCoA,OK,"59.31842351710215, 18.04692184345619",1468.9641106477245,POINT (18.04692184345619 59.31842351710215),POINT (673394.5716852278 6579476.028168064)
369,10245,156406,"59.31176744528302, 18.07251693097015",© Google,2023-03,59.3117871793186,18.07286087177136,c8wQcOkz7EAbPTdP-A3G-Q,OK,"59.3117871793186, 18.07286087177136",1478.297271179342,POINT (18.07286087177136 59.3117871793186),POINT (674904.1303827164 6578805.373215722)
370,10286,129142,"59.33762006415095, 18.061785141791045",© Google,2022-08,59.33764783045324,18.06174269495184,AZNx8Cx4a09n7zs_0dPdSQ,OK,"59.33764783045324, 18.06174269495184",1480.952101601917,POINT (18.06174269495184 59.33764783045324),POINT (674139.195442037 6581653.995743411)
371,10289,130725,"59.3122162754717, 18.062488865671643",© Google,2023-03,59.31209671611531,18.06260415400673,wW_IXkjGqakw6iOUm-WauA,OK,"59.31209671611531, 18.06260415400673",1481.039069390258,POINT (18.06260415400673 59.31209671611531),POINT (674319.0105629767 6578812.924440953)
372,10291,218510,"59.328194630188676, 18.09380457835821",© Google,2022-06,59.32842929558841,18.0944577828447,g6wei2jwTQHjwx_3kZwA5w,OK,"59.32842929558841, 18.0944577828447",1481.1282791317285,POINT (18.0944577828447 59.32842929558841),POINT (676046.7306723285 6580714.201352758)
373,10296,165421,"59.31203674339623, 18.075859619402983",© Google,2023-03,59.31205253198682,18.07582587551816,R8wM5Ppw3tJbrGdWCBTDxw,OK,"59.31205253198682, 18.07582587551816",1481.7393976389055,POINT (18.07582587551816 59.31205253198682),POINT (675071.4532088502 6578842.692653104)
374,10303,97445,"59.316614811320754, 18.0491181119403",© Google,2022-08,59.31646364350974,18.04928445436543,KYWGAWOCh8NvNIebCTrbiw,OK,"59.31646364350974, 18.04928445436543",1482.167414170655,POINT (18.04928445436543 59.31646364350974),POINT (673538.954160121 6579264.087070504)
375,10308,117202,"59.31311393584905, 18.057386867537314",© Google,2023-03,59.31308824318923,18.05750082975719,lJgNsl8sml74-EAPrFEriA,OK,"59.31308824318923, 18.05750082975719",1482.42421215753,POINT (18.05750082975719 59.31308824318923),POINT (674023.6007527726 6578909.913823841)
376,10339,203499,"59.333490826415094, 18.08887851119403",© Google,2021-11,59.33336446138582,18.08955849518264,9NSTOpUBK6_X0mNHhWTaGA,OK,"59.33336446138582, 18.08955849518264",1484.704945678118,POINT (18.08955849518264 59.33336446138582),POINT (675742.6391859215 6581250.43576966)
377,10345,164683,"59.33788936226415, 18.075507757462688",© Google,2023-03,59.33782326009131,18.076030820173,_9DWeKrbGUqBq98QY-Avzg,OK,"59.33782326009131, 18.076030820173",1485.115450405537,POINT (18.076030820173 59.33782326009131),POINT (674950.5681214845 6581710.977692698)
378,10347,201798,"59.31580691698113, 18.088350718283582",© Google,2014-06,59.31589587944463,18.08853034601911,Ata-u9cTATwdIuRFi-Lbzg,OK,"59.31589587944463, 18.08853034601911",1485.3432082969891,POINT (18.08853034601911 59.31589587944463),POINT (675774.3924014632 6579303.843315376)
379,10352,94551,"59.33214433584906, 18.047710664179103",© Google,2023-03,59.33247042119704,18.04782059581547,JZ92WLu4D6YSbdFkIQGgJQ,OK,"59.33247042119704, 18.04782059581547",1485.720493768196,POINT (18.04782059581547 59.33247042119704),POINT (673374.1108925559 6581041.517046401)
380,10366,203988,"59.316525045283015, 18.08905444216418",© Google,2023-03,59.31657675935806,18.08970544864032,RAZ_slcQlKB6hvC1LkDPOg,OK,"59.31657675935806, 18.08970544864032",1486.5360114648586,POINT (18.08970544864032 59.31657675935806),POINT (675837.7215600836 6579382.713015382)
381,10380,209413,"59.33241363396226, 18.09081375186567",© Google,2022-06,59.33253599163718,18.09085415633018,bkneJuWSlu17uh2h0NordQ,OK,"59.33253599163718, 18.09085415633018",1488.1789810204957,POINT (18.09085415633018 59.33253599163718),POINT (675820.5875769556 6581161.665670486)
382,10405,89412,"59.319666856603774, 18.045247630597014",© Google,2022-08,59.31948713550699,18.04545586909316,h5c3PlP23d285_G5CQEVOw,OK,"59.31948713550699, 18.04545586909316",1490.0078174927344,POINT (18.04545586909316 59.31948713550699),POINT (673305.76784939 6579590.571913007)
383,10428,186407,"59.3360042754717, 18.083600582089552",© Google,2022-05,59.33588640475941,18.08441774884056,IMM4kAkv4XiDre6QdVwpJg,OK,"59.33588640475941, 18.08441774884056",1491.0870475214551,POINT (18.08441774884056 59.33588640475941),POINT (675437.3473964581 6581517.516340948)
384,10431,217447,"59.33034901509434, 18.09345271641791",© Google,2010-08,59.33031645099949,18.09334236086528,kpC1vHY8_LBQCPb4pANuUw,OK,"59.33031645099949, 18.09334236086528",1491.3108905747315,POINT (18.09334236086528 59.33031645099949),POINT (675973.5416356283 6580921.25222114)
385,10450,91619,"59.3312466754717, 18.04630321641791",© Google,2023-03,59.33128947954142,18.04626807856215,JdXriCs4hXOoo7hYUEN6iA,OK,"59.33128947954142, 18.04626807856215",1492.7760904106588,POINT (18.04626807856215 59.33128947954142),POINT (673291.8519957135 6580906.059174983)
386,10491,191513,"59.33546567924528, 18.085183960820896",© Google,2022-05,59.33536785565707,18.08587320271763,SSjJoUr7KBffzWuF9C-1Aw,OK,"59.33536785565707, 18.08587320271763",1494.8867924698754,POINT (18.08587320271763 59.33536785565707),POINT (675522.7689954708 6581463.649024352)
387,10523,213679,"59.33160573962264, 18.092221199626866",© Google,2023-03,59.33164981145992,18.09216954049741,lz3Cf_xf4fDMjeEB_b4Eyg,OK,"59.33164981145992, 18.09216954049741",1498.7291094943516,POINT (18.09216954049741 59.33164981145992),POINT (675899.9593081068 6581066.527301744)
388,10582,171360,"59.33753029811321, 18.078146722014925",© Google,2023-03,59.33763227175313,18.07826995017171,9DD4B9Mpa_Ur4VKaOA2uXg,OK,"59.33763227175313, 18.07826995017171",1502.676795052216,POINT (18.07826995017171 59.33763227175313),POINT (675078.8439167523 6581695.610944641)
389,10589,194326,"59.31437066037736, 18.08606361567164",© Google,2022-05,59.31449079921205,18.08607047162195,ps7ptpAxH_bgsGDAA9MbJw,OK,"59.31449079921205, 18.08607047162195",1503.2637514781536,POINT (18.08607047162195 59.31449079921205),POINT (675641.7105357435 6579140.99732913)
390,10600,177586,"59.33708146792453, 18.080609755597013",© Google,2023-03,59.33713782848254,18.08066261692034,RidBAORoxmjvWwT4SQWwKQ,OK,"59.33713782848254, 18.08066261692034",1504.0062639152366,POINT (18.08066261692034 59.33713782848254),POINT (675217.4128246233 6581646.884401161)
391,10618,169430,"59.31212650943396, 18.077442998134327",© Google,2023-03,59.31210288316758,18.07762865169947,wBnU_typw6l5yWTDY_sCLA,OK,"59.31210288316758, 18.07762865169947",1505.2142356445047,POINT (18.07762865169947 59.31210288316758),POINT (675173.7581882838 6578853.036548909)
392,10642,102359,"59.33465778490566, 18.05140521455224",© Google,2023-03,59.33506090536004,18.05179300007576,gel1mXGBvFIBz0qOXpLhZQ,OK,"59.33506090536004, 18.05179300007576",1507.223781770257,POINT (18.05179300007576 59.33506090536004),POINT (673586.7574247051 6581340.13847746)
393,10660,159367,"59.33824842641509, 18.073572516791046",© Google,2012-07,59.33830801434182,18.07348292389617,pSttrB12u5WeA1DLnCmKAQ,OK,"59.33830801434182, 18.07348292389617",1508.097383648928,POINT (18.07348292389617 59.33830801434182),POINT (674803.2307321788 6581758.22812922)
394,10742,100868,"59.33456801886793, 18.050701490671642",© Google,2023-03,59.33432750610778,18.05013469062624,pJPQ-By2dTwvc1qzMLDngw,OK,"59.33432750610778, 18.05013469062624",1513.859107056633,POINT (18.05013469062624 59.33432750610778),POINT (673496.2158119099 6581254.202830407)
395,10784,152924,"59.33860749056604, 18.071109483208954",© Google,2022-06,59.33850884094004,18.07131732049553,zMi_wuZLzdy0yvOxpc6KHQ,OK,"59.33850884094004, 18.07131732049553",1516.1741858001717,POINT (18.07131732049553 59.33850884094004),POINT (674679.0880397243 6581774.891877832)
396,10854,124254,"59.31212650943396, 18.06002583208955",© Google,2022-08,59.31213799798378,18.0600860226184,KUj4TSqeAdTUpb1Hr_RiUg,OK,"59.31213799798378, 18.0600860226184",1520.2476306990786,POINT (18.0600860226184 59.31213799798378),POINT (674175.5363314305 6578810.929331035)
397,10859,94079,"59.317063641509435, 18.047534733208956",© Google,2023-03,59.31700772290182,18.04761289033594,SkhFZqM-XLTSqXxraONSQw,OK,"59.31700772290182, 18.04761289033594",1520.7454745708148,POINT (18.04761289033594 59.31700772290182),POINT (673441.0939777074 6579320.277488755)
398,10864,88429,"59.33007971698113, 18.044719837686568",© Google,2023-03,59.33030835360803,18.04478990379127,5Ssr511LSonoRqHo_E6YIQ,OK,"59.33030835360803, 18.04478990379127",1521.1614981668567,POINT (18.04478990379127 59.33030835360803),POINT (673212.7968452055 6580793.032262402)
399,10868,112319,"59.336991701886795, 18.055451626865672",© Google,2023-03,59.33671139692902,18.05581931852167,X2-VAcuz0nTabya3SNFEoA,OK,"59.33671139692902, 18.05581931852167",1521.365241949998,POINT (18.05581931852167 59.33671139692902),POINT (673807.2372173725 6581534.310481077)
400,10869,185323,"59.336542871698114, 18.083248720149253",© Google,2022-05,59.33660275218412,18.08324789717797,GwbPQfgeRBkCjCHKbhQgow,OK,"59.33660275218412, 18.08324789717797",1521.393784417132,POINT (18.08324789717797 59.33660275218412),POINT (675367.1452986021 6581594.14861832)
401,10890,186815,"59.313832064150944, 18.0837765130597",© Google,2023-03,59.31350923479577,18.08402626373727,h1UplWftsHz7prKKe9ANQQ,OK,"59.31350923479577, 18.08402626373727",1522.5691137983506,POINT (18.08402626373727 59.31350923479577),POINT (675530.4806269099 6579026.380071016)
402,10951,202971,"59.33447825283019, 18.08870258022388",© Google,2022-06,59.3344409035976,18.08867812007422,4HdXVxPTc5tXwh5Adb9A1A,OK,"59.3344409035976, 18.08867812007422",1526.8013423178738,POINT (18.08867812007422 59.3344409035976),POINT (675687.0246165971 6581367.89728136)
403,10955,101482,"59.31490925660378, 18.05105335261194",© Google,2022-09,59.31486111685051,18.05117500138702,hRLue3JPvLgrsp2_SuLrSw,OK,"59.31486111685051, 18.05117500138702",1526.8464526637922,POINT (18.05117500138702 59.31486111685051),POINT (673654.673755994 6579090.6857982585)
404,10966,146138,"59.33860749056604, 18.068470518656717",© Google,2023-04,59.33864371595646,18.0684760050687,L1lL-RnRJ0NPeDdSW1_HYw,OK,"59.33864371595646, 18.0684760050687",1527.900641156633,POINT (18.0684760050687 59.33864371595646),POINT (674516.8722994644 6581782.449116315)
405,10969,107382,"59.3360042754717, 18.05351638619403",© Google,2023-04,59.33598888180581,18.05346191111393,tB1etSwjX_VKBLrgrf-VPw,OK,"59.33598888180581, 18.05346191111393",1527.963363292264,POINT (18.05346191111393 59.33598888180581),POINT (673676.9040798228 6581447.756658629)
406,10986,200688,"59.31490925660378, 18.087998856343283",© Google,2022-05,59.31502088155654,18.08792250905722,m4Khz3nvF7qn3ObiDNnENA,OK,"59.31502088155654, 18.08792250905722",1528.9600379551264,POINT (18.08792250905722 59.31502088155654),POINT (675744.3325353068 6579204.870541761)
407,11035,144083,"59.311587913207546, 18.06776679477612",© Google,2011-05,59.31120157072076,18.06799550239753,g_xtwsIqig-vG549tN5DwA,OK,"59.31120157072076, 18.06799550239753",1531.9528146545747,POINT (18.06799550239753 59.31120157072076),POINT (674630.3291101251 6578727.438408067)
408,11051,85646,"59.328284396226415, 18.043312389925372",© Google,2022-06,59.32830026644978,18.04323902953501,FbKbCSov39VWn2RNG7mwIQ,OK,"59.32830026644978, 18.04323902953501",1533.3167738494633,POINT (18.04323902953501 59.32830026644978),POINT (673134.828510402 6580565.536885579)
409,11077,86307,"59.32065428301887, 18.04366425186567",© Google,2011-05,59.32072619708239,18.04367155669162,RtQfsfXIX3ggUNfgnrGShw,OK,"59.32072619708239, 18.04367155669162",1535.6912460541996,POINT (18.04367155669162 59.32072619708239),POINT (673197.9695899213 6579723.813052138)
410,11086,138795,"59.33860749056604, 18.06565562313433",© Google,2022-10,59.33860977387075,18.06586052688594,nyslYlRASZaBNnBnXYyRug,OK,"59.33860977387075, 18.06586052688594",1536.2335566554414,POINT (18.06586052688594 59.33860977387075),POINT (674368.3615138645 6581771.818821575)
411,11142,212042,"59.317063641509435, 18.091693406716416",© Google,2022-08,59.31710609405654,18.09166708523236,gr0uWyJ2yPnWMY_YYTEWGg,OK,"59.31710609405654, 18.09166708523236",1541.0209714575462,POINT (18.09166708523236 59.31710609405654),POINT (675946.5718831008 6579446.7980971495)
412,11234,122102,"59.33779959622642, 18.059146177238805",© Google,2023-03,59.33784007144076,18.05934852147398,jMAa36lO3EA7X5ZgVKOiZA,OK,"59.33784007144076, 18.05934852147398",1546.2901472317674,POINT (18.05934852147398 59.33784007144076),POINT (674002.1034746073 6581669.128444446)
413,11240,153627,"59.311228849056604, 18.071461345149253",© Google,2023-03,59.31109821066573,18.07158961524807,-cQnaNL2ryPklC147nZaTg,OK,"59.31109821066573, 18.07158961524807",1546.7506960349965,POINT (18.07158961524807 59.31109821066573),POINT (674835.3428978419 6578725.367068818)
414,11275,162515,"59.311318615094336, 18.07480403358209",© Google,2023-03,59.31130389513937,18.07475003748424,uDb4L-qxstl2_O6fH0jpEQ,OK,"59.31130389513937, 18.07475003748424",1549.3559137736534,POINT (18.07475003748424 59.31130389513937),POINT (675014.0945663583 6578756.557139888)
415,11286,83927,"59.32747650188679, 18.042432735074627",© Google,2023-03,59.32745328398305,18.04257814928762,nyjexNXgsQtXI7FaxSVOkg,OK,"59.32745328398305, 18.04257814928762",1550.027368193935,POINT (18.04257814928762 59.32745328398305),POINT (673101.5558801871 6580469.565593459)
416,11336,132691,"59.33842795849057, 18.063192589552237",© Google,2023-04,59.33855535198841,18.06353511945655,9tTLfP3UWOyYoAZVu_lAPA,OK,"59.33855535198841, 18.06353511945655",1552.985198981082,POINT (18.06353511945655 59.33855535198841),POINT (674236.4451900036 6581759.674497259)
417,11349,181924,"59.31248557358491, 18.082193134328357",© Google,2023-03,59.31261815525981,18.08215547032999,IshoAcX3otQTdTHmbzECbw,OK,"59.31261815525981, 18.08215547032999",1553.7579406391026,POINT (18.08215547032999 59.31261815525981),POINT (675428.6433778044 6578922.292067593)
418,11378,136362,"59.31149814716981, 18.06477596828358",© Google,2023-03,59.31115085612945,18.0650246198066,rojF9mtHEwYr6IUhLjo8vw,OK,"59.31115085612945, 18.0650246198066",1555.3195649354404,POINT (18.0650246198066 59.31115085612945),POINT (674461.5636874535 6578714.008033987)
419,11384,83569,"59.32639930943396, 18.042256804104476",© Google,2014-06,59.32632335874768,18.04216290048442,n2RTRixvpu-jRAmf7I78Cw,OK,"59.32632335874768, 18.04216290048442",1555.808454065974,POINT (18.04216290048442 59.32632335874768),POINT (673083.6893300132 6580342.746986135)
420,11398,109872,"59.31302416981132, 18.054571972014926",© Google,2022-08,59.3129517443469,18.05529843778062,-24CIvfnojDBc6ZHKOFh7w,OK,"59.3129517443469, 18.05529843778062",1556.5963175610384,POINT (18.05529843778062 59.3129517443469),POINT (673899.001549241 6578888.9708573315)
421,11432,117862,"59.33762006415095, 18.057562798507462",© Google,2012-07,59.33759095722812,18.05765623547035,SfhjYwU72Z5hTjHha1qv6w,OK,"59.33759095722812, 18.05765623547035",1559.1714871908628,POINT (18.05765623547035 59.33759095722812),POINT (673907.1714497617 6581636.98518816)
422,11443,85658,"59.32936158867925, 18.043312389925372",© Google,2023-04,59.3293328587913,18.0433447843076,SY5gvY7e6n270cE7td-OvQ,OK,"59.3293328587913, 18.0433447843076",1559.6761449309436,POINT (18.0433447843076 59.3293328587913),POINT (673135.5877433822 6580680.719676445)
423,11466,88362,"59.31858966415094, 18.044719837686568",© Google,2022-08,59.31864068136795,18.0448687711052,gFiQUB9AJfKfIJpbldXQPQ,OK,"59.31864068136795, 18.0448687711052",1560.6494309717552,POINT (18.0448687711052 59.31864068136795),POINT (673276.6824544461 6579494.85005069)
424,11467,103791,"59.313921830188676, 18.052108938432834",© Google,2023-03,59.31397143971972,18.05229166216577,Khrf8jypxyRCkN1IXkfzFw,OK,"59.31397143971972, 18.05229166216577",1560.7601083309469,POINT (18.05229166216577 59.31397143971972),POINT (673722.738583436 6578994.594818607)
425,11526,149059,"59.310959550943394, 18.06970203544776",© Google,2023-03,59.31089917024002,18.06981055244621,HpHNBYO16g8jXkbhXJLmcA,OK,"59.31089917024002, 18.06981055244621",1563.897050581558,POINT (18.06981055244621 59.31089917024002),POINT (674735.1463358891 6578698.548557298)
426,11574,117656,"59.31212650943396, 18.057562798507462",© Google,2023-03,59.31213007870181,18.05796278063765,Ef8jZsbH9hRUMgEo_HKz-A,OK,"59.31213007870181, 18.05796278063765",1567.137777865371,POINT (18.05796278063765 59.31213007870181),POINT (674054.7800843224 6578804.496610718)
427,11590,210500,"59.333221528301884, 18.09116561380597",© Google,2022-06,59.33339265140728,18.09138699079774,ZsoGgfTtz1NRtQbTVs6Bmw,OK,"59.33339265140728, 18.09138699079774",1568.6013473445737,POINT (18.09138699079774 59.33339265140728),POINT (675846.4549088323 6581258.400750665)
428,11630,92006,"59.33340106037736, 18.04647914738806",© Google,2022-06,59.33334679354492,18.04720111728857,akxIA86Uy3HtteNj5hzU4g,OK,"59.33334679354492, 18.04720111728857",1571.1315859383617,POINT (18.04720111728857 59.33334679354492),POINT (673334.4225526985 6581137.42744011)
429,11643,175806,"59.33797912830189, 18.07990603171642",© Google,2023-03,59.33797049173547,18.07992224932839,tqJGEctcuF7NsHo3jddpJQ,OK,"59.33797049173547, 18.07992224932839",1571.730182140378,POINT (18.07992224932839 59.33797049173547),POINT (675171.0341945413 6581737.594160965)
430,11662,86294,"59.3194873245283, 18.04366425186567",© Google,2022-08,59.31977297838019,18.04364381761731,YIBYV8sO-cFRwPiyw9Cdiw,OK,"59.31977297838019, 18.04364381761731",1572.8634033458154,POINT (18.04364381761731 59.31977297838019),POINT (673201.2425713902 6579617.665995316)
431,11746,215301,"59.33259316603774, 18.092748992537313",© Google,2022-08,59.33259783676944,18.09268914443131,Olf8MmgaWNor00k1RSEFQw,OK,"59.33259783676944, 18.09268914443131",1578.9190850061825,POINT (18.09268914443131 59.33259783676944),POINT (675924.6008124995 6581173.394995571)
432,11777,181573,"59.33753029811321, 18.08201720335821",© Google,2023-03,59.33746924959963,18.08237864496122,c_ACCKFIQ_duHIYyGL04Ng,OK,"59.33746924959963, 18.08237864496122",1580.8388034244656,POINT (18.08237864496122 59.33746924959963),POINT (675313.2610296658 6581688.282240428)
433,11792,199109,"59.33564521132075, 18.087471063432837",© Google,2023-03,59.33564177715874,18.08761210452469,4nmjGpWHC_hxJT8V2wN4cw,OK,"59.33564177715874, 18.08761210452469",1581.9224677713205,POINT (18.08761210452469 59.33564177715874),POINT (675620.2165057579 6581498.716417671)
434,11802,162733,"59.338876788679244, 18.07480403358209",© Google,2023-03,59.3388417471137,18.07501186799873,DbGj57s0DyaPoLufJTM4pA,OK,"59.3388417471137, 18.07501186799873",1582.2482032450223,POINT (18.07501186799873 59.3388417471137),POINT (674887.4041940224 6581821.637108952)
435,11812,207719,"59.31553761886792, 18.090285958955224",© Google,2021-08,59.31560599500363,18.09032000420916,5NSL0teATMCMK2d-I2NBmw,OK,"59.31560599500363, 18.09032000420916",1582.7981070307417,POINT (18.09032000420916 59.31560599500363),POINT (675877.6957762259 6579276.31090422)
436,11815,131155,"59.311228849056604, 18.06266479664179",© Google,2022-08,59.31107988570913,18.06319657571192,ke852152WHIeCNg9dmwIOg,OK,"59.31107988570913, 18.06319657571192",1582.8904615665904,POINT (18.06319657571192 59.31107988570913),POINT (674357.9221858538 6578701.32279323)
437,11827,90094,"59.31760223773585, 18.045599492537313",© Google,2023-03,59.31758157867947,18.04555185797041,1w4Wv0_67OOtuF6YUWixuw,OK,"59.31758157867947, 18.04555185797041",1583.711927046723,POINT (18.04555185797041 59.31758157867947),POINT (673320.9306680904 6579378.770141995)
438,11850,173859,"59.311587913207546, 18.07920230783582",© Google,2023-03,59.31162559953063,18.07919584371147,lXZuccR8AVUClxAncP3dpA,OK,"59.31162559953063, 18.07919584371147",1585.1096322757649,POINT (18.07919584371147 59.31162559953063),POINT (675265.3760871538 6578804.048548712)
439,11877,86709,"59.331336441509436, 18.04384018283582",© Google,2023-03,59.33122166574173,18.04433112094752,abv_YS_9hnz7hsiKSV6M-w,OK,"59.33122166574173, 18.04433112094752",1587.372525213166,POINT (18.04433112094752 59.33122166574173),POINT (673182.0600517732 6580893.472969881)
440,11882,219088,"59.33160573962264, 18.093980509328357",© Google,2023-03,59.33167910264481,18.09392790051563,ePY7nWmopluJmYJYVnbxPg,OK,"59.33167910264481, 18.09392790051563",1587.7988526633544,POINT (18.09392790051563 59.33167910264481),POINT (675999.786495846 6581074.433649292)
441,11901,167874,"59.33869725660377, 18.076739274253733",© Google,2023-03,59.33868348180707,18.0767656987562,m32dxL72k4wG6f6Z551v8g,OK,"59.33868348180707, 18.0767656987562",1588.5363971277532,POINT (18.0767656987562 59.33868348180707),POINT (674987.9193681572 6581808.633991491)
