new_order_idx,sorted_idx,Location_idx,Location,Copyright,Date,Latitude,Longitude,PanoID,Status,Google Location,dist_to_start_point,points,SWEREF_Points
2185,77,142327,"59.32325749811321, 18.06706307089552",© Google,2023-03,59.32325142217807,18.06694970763731,aAePTTuiZfK3UUJuRorKTg,OK,"59.32325142217807, 18.06694970763731",232.3032934168547,POINT (18.06694970763731 59.32325142217807),POINT (674509.0425806327 6580065.598714997)
2186,104,150989,"59.322539369811324, 18.07040575932836",© Google,2023-03,59.32256992379435,18.07045337608126,FHMcLwTBTh0N7Ll2IqTHXw,OK,"59.32256992379435, 18.07045337608126",270.8668568544678,POINT (18.07045337608126 59.32256992379435),POINT (674711.8080208998 6579998.94973926)
2187,235,164082,"59.32379609433962, 18.075331826492537",© Google,2022-11,59.32378466854433,18.0754153557671,in3fUel5cF5llcY354errg,OK,"59.32378466854433, 18.0754153557671",368.0798769154987,POINT (18.0754153557671 59.32378466854433),POINT (674987.773190895 6580147.155693093)
2188,266,163613,"59.3264890754717, 18.07515589552239",© Google,2022-06,59.32651969617184,18.07526774642538,5jKCqjjTZbqa8zSVsxueJA,OK,"59.32651969617184, 18.07526774642538",380.05057913167354,POINT (18.07526774642538 59.32651969617184),POINT (674965.314825994 6580451.119598868)
2189,280,157867,"59.32209053962264, 18.073044723880596",© Google,2010-08,59.32206885543819,18.07310154880398,6jY51JCNue9NnntSkV81Bw,OK,"59.32206885543819, 18.07310154880398",384.0479429123936,POINT (18.07310154880398 59.32206885543819),POINT (674864.9969344448 6579950.142647069)
2190,299,165535,"59.325681181132076, 18.075859619402983",© Google,2010-08,59.32569625507087,18.07600648497424,o9bvQkVq2P0sfErIfbeCFw,OK,"59.32569625507087, 18.07600648497424",388.0283125573482,POINT (18.07600648497424 59.32569625507087),POINT (675011.5606562784 6580361.429193019)
2191,320,166447,"59.32460398867924, 18.076211481343282",© Google,2022-06,59.32461329655712,18.07625444767887,UZlBkHVaz-JZjDQ24Y2FbQ,OK,"59.32461329655712, 18.07625444767887",394.428529523418,POINT (18.07625444767887 59.32461329655712),POINT (675031.2324900684 6580241.570222397)
2192,369,157411,"59.328104864150944, 18.072868792910448",© Google,2023-03,59.32813213360981,18.0729066517444,I1C1rn8Ub_TQtlv7IH3pZQ,OK,"59.32813213360981, 18.0729066517444",409.4751594922513,POINT (18.0729066517444 59.32813213360981),POINT (674822.758827522 6580624.348589241)
2193,390,141873,"59.328553694339625, 18.066887139925374",© Google,2016-05,59.32848781205485,18.06694245263159,4RlJ5fdAWwFi03605acntQ,OK,"59.32848781205485, 18.06694245263159",418.8679559470857,POINT (18.06694245263159 59.32848781205485),POINT (674481.77734098 6580648.283462688)
2194,399,165507,"59.32316773207547, 18.075859619402983",© Google,2010-08,59.32314907353778,18.07593434562062,-xZUhaJhHH4EPL7R-fSGOw,OK,"59.32314907353778, 18.07593434562062",424.1700360200229,POINT (18.07593434562062 59.32314907353778),POINT (675020.5583956714 6580077.791238871)
