new_order_idx,sorted_idx,Location_idx,Location,Copyright,Date,Latitude,Longitude,PanoID,Status,Google Location,dist_to_start_point,points,SWEREF_Points
5016,434,163101,"59.322270071698114, 18.074979964552238",© Google,2014-06,59.32228743551625,18.07510225519682,sq_m7IjFP7CRDmYAYXGccQ,OK,"59.32228743551625, 18.07510225519682",440.5678452444522,POINT (18.07510225519682 59.32228743551625),POINT (674977.6644580853 6579979.721950045)
5017,461,140483,"59.32864346037736, 18.066359347014924",© Google,2012-07,59.32872067617971,18.06652054433633,aRDVczaDJiZcMdTimVR6EQ,OK,"59.32872067617971, 18.06652054433633",451.4741324540452,POINT (18.06652054433633 59.32872067617971),POINT (674456.5914928486 6580673.090954928)
5018,472,147378,"59.32083381509434, 18.068998311567164",© Google,2022-05,59.32082105411886,18.06903769296049,tuoc27mzFrIp9tXBHIEC1g,OK,"59.32082105411886, 18.06903769296049",458.7351177057184,POINT (18.06903769296049 59.32082105411886),POINT (674640.2653144409 6579800.622654034)
5019,546,142788,"59.32065428301887, 18.067239001865673",© Google,2022-08,59.32066816701492,18.06734779682834,ZpJYM4lvQKaHcUZAzOWLkQ,OK,"59.32066816701492, 18.06734779682834",488.9576000473785,POINT (18.06734779682834 59.32066816701492),POINT (674544.9317679325 6579779.178492885)
5020,571,136469,"59.32110311320755, 18.06477596828358",© Google,2022-08,59.32111796605607,18.0647955118099,kji7VHyh0CgUSDD5tZUe7A,OK,"59.32111796605607, 18.0647955118099",498.2800265236707,POINT (18.0647955118099 59.32111796605607),POINT (674397.4576737105 6579822.544463618)
5021,589,144662,"59.32936158867925, 18.067942725746267",© Google,2023-03,59.32939104069001,18.0678884828278,jfa3JKPykFl3JriSj6yKJw,OK,"59.32939104069001, 18.0678884828278",503.3000519132237,POINT (18.0678884828278 59.32939104069001),POINT (674530.9399649602 6580751.273964647)
5022,637,135609,"59.32891275849057, 18.06442410634328",© Google,2017-07,59.32894371332768,18.06467208605154,AnOvUgthq4pOt92IjWWg5w,OK,"59.32894371332768, 18.06467208605154",520.0361746296107,POINT (18.06467208605154 59.32894371332768),POINT (674350.3365618365 6580693.068622182)
5023,692,147370,"59.320115686792455, 18.068998311567164",© Google,2022-09,59.32015711732863,18.0690765043195,grav7vxxvv8C7Cldu4hbhw,OK,"59.32015711732863, 18.0690765043195",532.5781632738912,POINT (18.0690765043195 59.32015711732863),POINT (674645.8797181982 6579726.841891753)
5024,696,139141,"59.32936158867925, 18.065831554104477",© Google,2017-06,59.32938625284781,18.06588479689738,CBOodak6ZPhXv8_TpthS_w,OK,"59.32938625284781, 18.06588479689738",533.707653393686,POINT (18.06588479689738 59.32938625284781),POINT (674417.0278618082 6580745.490559433)
5025,699,155582,"59.32954112075472, 18.07216506902985",© Google,2023-03,59.32950263016254,18.07220536173559,gXOTINAodS3BLKfxCc2FZQ,OK,"59.32950263016254, 18.07220536173559",534.001356561883,POINT (18.07220536173559 59.32950263016254),POINT (674775.8393310091 6580775.015530367)
5026,716,141885,"59.32963088679245, 18.066887139925374",© Google,2019-12,59.32961209029973,18.06695187901703,Qmtc_hF_a-EAAARFnX5o9g,OK,"59.32961209029973, 18.06695187901703",538.6179697920487,POINT (18.06695187901703 59.32961209029973),POINT (674476.5477757229 6580773.417526036)
5027,717,144178,"59.320115686792455, 18.06776679477612",© Google,2011-05,59.32017089260132,18.0676848161456,pas2CYjd0zU_P81BLdQKCA,OK,"59.32017089260132, 18.0676848161456",539.2610045048151,POINT (18.0676848161456 59.32017089260132),POINT (674566.6513219551 6579724.72548981)
5028,773,137331,"59.3204747509434, 18.06512783022388",© Google,2022-09,59.32045832767967,18.06521491006946,7pF1BOLguwmHQ-FCM-tUfw,OK,"59.32045832767967, 18.06521491006946",551.6896161803492,POINT (18.06521491006946 59.32045832767967),POINT (674424.6925539211 6579750.238626709)
5029,793,153744,"59.32981041886792, 18.071461345149253",© Google,2023-03,59.3297874839207,18.07161845041578,_nSWHeFDFSy4wwuSvS4Kzw,OK,"59.3297874839207, 18.07161845041578",555.6320246024379,POINT (18.07161845041578 59.3297874839207),POINT (674741.0026299314 6580805.173404061)
5030,849,141371,"59.319846388679245, 18.066711208955223",© Google,2022-08,59.32001286481849,18.0666753787729,CB3S5h0K_H-QndqGEWYqlA,OK,"59.32001286481849, 18.0666753787729",569.2432199013138,POINT (18.0666753787729 59.32001286481849),POINT (674510.0458498113 6579704.494291813)
5031,874,149158,"59.319846388679245, 18.06970203544776",© Google,2023-03,59.31978506160701,18.06980062273205,CoeVY6IL_u9xQfOnWyp0mQ,OK,"59.31978506160701, 18.06980062273205",574.348708519689,POINT (18.06980062273205 59.31978506160701),POINT (674688.9763757288 6579687.339182841)
5032,876,144212,"59.33007971698113, 18.06776679477612",© Google,2023-03,59.33004318883007,18.06784033534183,ZHggTzlmuNsB6Jnn4kg56g,OK,"59.33004318883007, 18.06784033534183",575.4735872045161,POINT (18.06784033534183 59.33004318883007),POINT (674524.8567490055 6580823.718589438)
5033,981,129042,"59.32864346037736, 18.061785141791045",© Google,2022-11,59.32864341717248,18.06183493665926,loZZFj0gc3TvYQqRUGjuMw,OK,"59.32864341717248, 18.06183493665926",594.8937719137595,POINT (18.06183493665926 59.32864341717248),POINT (674190.5412793009 6580652.225737047)
5034,1007,145092,"59.319577090566035, 18.06811865671642",© Google,2022-08,59.31959705820165,18.06817406855148,4-UGqlZHDp6sXXTvoMBTHQ,OK,"59.31959705820165, 18.06817406855148",598.5233389695325,POINT (18.06817406855148 59.31959705820165),POINT (674597.4231386246 6579662.152198951)
5035,1022,138219,"59.320025920754716, 18.06547969216418",© Google,2022-09,59.31990273014744,18.06560413926126,lZqF7EUcnKSsNM-wjZGt3g,OK,"59.31990273014744, 18.06560413926126",599.9826790091628,POINT (18.06560413926126 59.31990273014744),POINT (674449.6790640883 6579689.431564566)
5036,1024,147400,"59.33052854716981, 18.068998311567164",© Google,2020-07,59.33032158367499,18.06921928224858,HXPqkJ9IVWj09jsZQY5ZgQ,OK,"59.33032158367499, 18.06921928224858",600.037548820222,POINT (18.06921928224858 59.33032158367499),POINT (674601.8382150254 6580858.313652661)
5037,1091,156958,"59.33007971698113, 18.072692861940297",© Google,2012-07,59.33014317418358,18.07257834049031,FDqSOpUn782Z8yMCWX2pAA,OK,"59.33014317418358, 18.07257834049031",608.4376857244322,POINT (18.07257834049031 59.33014317418358),POINT (674793.7571604635 6580847.27404721)
5038,1200,150057,"59.31930779245283, 18.07005389738806",© Google,2023-03,59.31931309261294,18.07009151274415,oujeS3h9HMVh4VkpGIT_kQ,OK,"59.31931309261294, 18.07009151274415",627.7674717876397,POINT (18.07009151274415 59.31931309261294),POINT (674707.9446799441 6579635.581909213)
5039,1207,153291,"59.330438781132074, 18.071285414179105",© Google,2012-07,59.33049681136266,18.07120085948745,qW5ZUEX7ux5V_UdN_ey1YQ,OK,"59.33049681136266, 18.07120085948745",628.3539528971158,POINT (18.07120085948745 59.33049681136266),POINT (674713.6145591825 6580883.0111229215)
5040,1210,145593,"59.33052854716981, 18.068294587686566",© Google,2023-03,59.33055552392073,18.06840223303418,hrOkN25R_qkJl8AHr4SpXw,OK,"59.33055552392073, 18.06840223303418",628.3954184923856,POINT (18.06840223303418 59.33055552392073),POINT (674554.1789348167 6580882.204077583)
5041,1277,156491,"59.319397558490564, 18.07251693097015",© Google,2014-07,59.31945090756712,18.07268171119485,xSNGn0EfJ40WaHAHcC371g,OK,"59.31945090756712, 18.07268171119485",639.6944380253474,POINT (18.07268171119485 59.31945090756712),POINT (674854.5678691104 6579657.716691046)
5042,1298,132136,"59.32065428301887, 18.06301665858209",© Google,2012-07,59.32070604786341,18.06166837743729,BEUwlXg-8xQoxI-hlJPXkQ,OK,"59.32070604786341, 18.06166837743729",643.0956122374284,POINT (18.06166837743729 59.32070604786341),POINT (674221.7028183201 6579768.520149956)
5043,1331,133430,"59.319936154716984, 18.063544451492536",© Google,2023-03,59.31994473500531,18.06356568203227,eRJCisGWuNAyuz4rv0Hc5w,OK,"59.31994473500531, 18.06356568203227",646.3764014198447,POINT (18.06356568203227 59.31994473500531),POINT (674333.5175671752 6579688.767168448)
5044,1348,133463,"59.32990018490566, 18.063544451492536",© Google,2021-09,59.32993370493665,18.06354065280539,RQEg99qoqcZzlpk2UrN63A,OK,"59.32993370493665, 18.06354065280539",647.746825465834,POINT (18.06354065280539 59.32993370493665),POINT (674280.927040142 6580800.272545913)
5045,1352,137363,"59.33034901509434, 18.06512783022388",© Google,2022-09,59.33034904611246,18.0651707679622,iyElhmOoY4t7VbpedDYVew,OK,"59.33034904611246, 18.0651707679622",648.3932775813237,POINT (18.0651707679622 59.33034904611246),POINT (674371.4909955589 6580850.759745365)
5046,1389,136451,"59.3194873245283, 18.06477596828358",© Google,2022-09,59.31949160751683,18.06514329619731,ZslzZdseA_7zRea_8WUqyQ,OK,"59.31949160751683, 18.06514329619731",652.1747106802326,POINT (18.06514329619731 59.31949160751683),POINT (674425.5734651531 6579642.474714816)
5047,1404,139154,"59.33052854716981, 18.065831554104477",© Google,2022-09,59.3305360666351,18.06589049047819,8Q70zr0Ek5QbZXHm2lO8uQ,OK,"59.3305360666351, 18.06589049047819",654.3191889487442,POINT (18.06589049047819 59.3305360666351),POINT (674411.457054587 6580873.456496986)
5048,1465,129952,"59.32954112075472, 18.062137003731344",© Google,2022-11,59.32959671512553,18.06217728289627,TrYIDJVo_PLGNc_MRlMRnA,OK,"59.32959671512553, 18.06217728289627",660.7505723345585,POINT (18.06217728289627 59.32959671512553),POINT (674205.1276110106 6580759.204383305)
5049,1579,172611,"59.32864346037736, 18.078674514925375",© Google,2012-10,59.32864320535786,18.07869123638167,rlX7i-IVlXqQn6GZTJHLog,OK,"59.32864320535786, 18.07869123638167",673.101101736262,POINT (18.07869123638167 59.32864320535786),POINT (675149.0706434208 6580696.42301872)
5050,1590,125301,"59.32092358113208, 18.06037769402985",© Google,2023-03,59.32097798487833,18.06040532505186,9nMUEzfZBbtCe95TZmAAkQ,OK,"59.32097798487833, 18.06040532505186",673.8390617556569,POINT (18.06040532505186 59.32097798487833),POINT (674148.4711983853 6579795.477252687)
5051,1649,141430,"59.330887611320755, 18.066711208955223",© Google,2017-06,59.33089653964365,18.06674878369655,MF9wIKntGDyiLzK7N3F9VQ,OK,"59.33089653964365, 18.06674878369655",680.4149195363108,POINT (18.06674878369655 59.33089653964365),POINT (674458.4124910681 6580915.818514585)
5052,1676,124367,"59.32891275849057, 18.06002583208955",© Google,2022-11,59.32891585290366,18.06020757859698,ly-h4xE-Mvs6e3GJWurUQA,OK,"59.32891585290366, 18.06020757859698",683.9594642469062,POINT (18.06020757859698 59.32891585290366),POINT (674096.6076372322 6580678.286041067)
5053,1678,136496,"59.330618313207545, 18.06477596828358",© Google,2012-07,59.33059470157143,18.06467929652834,8R8XW9MY3m-CA49qMfCONw,OK,"59.33059470157143, 18.06467929652834",684.3108692172013,POINT (18.06467929652834 59.33059470157143),POINT (674342.2860886734 6580876.809204149)
5054,1693,137317,"59.31921802641509, 18.06512783022388",© Google,2023-03,59.319176246123,18.06509274269007,_lWeif1llcYjGlhmZY_Ptg,OK,"59.319176246123, 18.06509274269007",685.9799848136487,POINT (18.06509274269007 59.319176246123),POINT (674424.314086628 6579607.248974845)
5055,1726,155138,"59.330977377358494, 18.071989138059703",© Google,2011-07,59.33096832743202,18.07207316689651,FOaYY9ili3V3dwqDrXX--A,OK,"59.33096832743202, 18.07207316689651",689.6160880274415,POINT (18.07207316689651 59.33096832743202),POINT (674760.793172995 6580937.770541698)
5056,1785,149653,"59.331156909433965, 18.06987796641791",© Google,2022-08,59.33119818406782,18.06991675182879,FVyw9z3NMYCUdX5dVaME-A,OK,"59.33119818406782, 18.06991675182879",698.3733544803812,POINT (18.06991675182879 59.33119818406782),POINT (674636.9977934335 6580957.690651733)
5057,1853,122001,"59.32864346037736, 18.059146177238805",© Google,2022-11,59.32874459978079,18.05945113980552,WwzlaBQfgGeQF4uqTHQ_dg,OK,"59.32874459978079, 18.05945113980552",705.6599715469455,POINT (18.05945113980552 59.32874459978079),POINT (674054.4692028393 6580657.251293542)
5058,1858,121040,"59.32038498490566, 18.058794315298506",© Google,2012-07,59.32062729578083,18.06025732634168,RLRLOG4ATDSRiryM0P-hLA,OK,"59.32062729578083, 18.06025732634168",706.1840891162605,POINT (18.06025732634168 59.32062729578083),POINT (674141.847706185 6579756.065528858)
5059,1873,153760,"59.3312466754717, 18.071461345149253",© Google,2017-06,59.33119007668256,18.07151019336954,EEO0Lg7Y8vusOrFxrnzThA,OK,"59.33119007668256, 18.07151019336954",707.4552755710539,POINT (18.07151019336954 59.33119007668256),POINT (674727.6431648731 6580960.969113587)
5060,1874,169095,"59.32963088679245, 18.07726706716418",© Google,2022-06,59.32974489960615,18.07747221631224,RzvJWk1UVBIhpXkujt_EaQ,OK,"59.32974489960615, 18.07747221631224",707.4925475926996,POINT (18.07747221631224 59.32974489960615),POINT (675074.0825080371 6580815.812532472)
5061,1877,166017,"59.3299899509434, 18.076035550373135",© Google,2022-08,59.33016694800472,18.07641398533186,3t-A9ea0dzj2FdCaBKlEsg,OK,"59.33016694800472, 18.07641398533186",707.8739935593089,POINT (18.07641398533186 59.33016694800472),POINT (675011.7375835335 6580859.995611746)
5062,2124,147797,"59.31832036603774, 18.06917424253731",© Google,2023-03,59.31834418651523,18.0691483198762,un7Qjy0husEQcIwJxse4-w,OK,"59.31834418651523, 18.0691483198762",734.3977611634664,POINT (18.0691483198762 59.31834418651523),POINT (674659.2674073075 6579525.288249078)
5063,2163,179445,"59.32693790566038, 18.08131347947761",© Google,2022-06,59.32699109046403,18.08168697301462,MYvfv2j-rWNdezwYEZz3DA,OK,"59.32699109046403, 18.08168697301462",738.450047145408,POINT (18.08168697301462 59.32699109046403),POINT (675327.9346224889 6580520.461834871)
5064,2174,118696,"59.328104864150944, 18.05791466044776",© Google,2023-03,59.32820417134279,18.05803987388425,SUql7oG6fJ1JoRbbkaQBvw,OK,"59.32820417134279, 18.05803987388425",739.9681618851632,POINT (18.05803987388425 59.32820417134279),POINT (673976.9812124723 6580593.423920587)
5065,2234,160658,"59.31867943018868, 18.074100309701493",© Google,2022-06,59.31870066092178,18.07419966191157,D2lQ5RLcvUNnNN7sN3CJHw,OK,"59.31870066092178, 18.07419966191157",747.3545277778867,POINT (18.07419966191157 59.31870066092178),POINT (674944.7650463141 6579578.216840761)
5066,2240,124375,"59.32963088679245, 18.06002583208955",© Google,2023-04,59.32966799101101,18.06003680351893,TfPjmdSlQJR1uocEjMi95Q,OK,"59.32966799101101, 18.06003680351893",747.8886475213232,POINT (18.06003680351893 59.32966799101101),POINT (674083.0481268292 6580761.537487082)
5067,2306,150044,"59.31814083396226, 18.07005389738806",© Google,2022-09,59.31816231406845,18.07005574341146,rJh2gYHIOKS_5nfgWYMcLQ,OK,"59.31816231406845, 18.07005574341146",755.6171091585303,POINT (18.07005574341146 59.31816231406845),POINT (674711.8169453163 6579507.430078985)
5068,2326,126235,"59.319846388679245, 18.06072955597015",© Google,2023-03,59.31970330171847,18.06085924632364,0XB5sHZg-2wZDlamh87Mdw,OK,"59.31970330171847, 18.06085924632364",757.4796204113186,POINT (18.06085924632364 59.31970330171847),POINT (674180.8125497561 6579654.817879347)
5069,2335,156063,"59.33151597358491, 18.072341",© Google,2021-09,59.33156550916539,18.07236278923867,EJ-FpWc4oSxHdLzsVhR1XQ,OK,"59.33156550916539, 18.07236278923867",758.1463028471711,POINT (18.07236278923867 59.33156550916539),POINT (674774.1933335554 6581004.984854627)
5070,2376,167335,"59.31912826037736, 18.07656334328358",© Google,2016-04,59.31923422294667,18.07674597148233,OH9I6jSOD5iGyXX4MpeFOA,OK,"59.31923422294667, 18.07674597148233",761.9036056933691,POINT (18.07674597148233 59.31923422294667),POINT (675086.8574669771 6579644.283745485)
5071,2377,131681,"59.31903849433962, 18.06284072761194",© Google,2023-03,59.31892236747053,18.06297995456031,uOVghnDzJ4jdT0Ai2CTqdA,OK,"59.31892236747053, 18.06297995456031",761.9223480396676,POINT (18.06297995456031 59.31892236747053),POINT (674305.4373786284 6579573.464968032)
5072,2392,173068,"59.32963088679245, 18.078850445895522",© Google,2011-06,59.32962696993194,18.0791290102884,ZKgahY7VSaxBj_h67EcVTA,OK,"59.32962696993194, 18.0791290102884",763.3519372311442,POINT (18.0791290102884 59.32962696993194),POINT (675168.899372755 6580807.047152916)
5073,2481,121511,"59.32038498490566, 18.058970246268657",© Google,2022-09,59.32040910802913,18.05903416533614,ziWJmAHIDgETusCbTw3SBQ,OK,"59.32040910802913, 18.05903416533614",774.3525165196463,POINT (18.05903416533614 59.32040910802913),POINT (674073.3922339543 6579728.587365813)
5074,2487,132609,"59.331067143396226, 18.063192589552237",© Google,2016-05,59.33114358787861,18.06321474135518,7qwkV3tGBkg-SZe5BYyRYw,OK,"59.33114358787861, 18.06321474135518",774.8887030287825,POINT (18.06321474135518 59.33114358787861),POINT (674256.1976998313 6580934.055163528)
5075,2519,117293,"59.328374162264154, 18.057386867537314",© Google,2019-04,59.32834003158582,18.05742981308366,agrbso4sAvL9-6xcPNOb3A,OK,"59.32834003158582, 18.05742981308366",777.6594625028362,POINT (18.05742981308366 59.32834003158582),POINT (673941.5950928592 6580606.948558684)
5076,2548,139167,"59.33169550566038, 18.065831554104477",© Google,2022-11,59.3317219964629,18.06595933715447,r0ym4wY9_IB76OvMIU2AdQ,OK,"59.3317219964629, 18.06595933715447",780.3216487174875,POINT (18.06595933715447 59.3317219964629),POINT (674409.291863555 6581005.606868094)
5077,2558,184688,"59.32451422264151, 18.083072789179106",© Google,2022-06,59.32465660538291,18.08307296304969,3eU_4y8dCOqRzvXqa_ysNA,OK,"59.32465660538291, 18.08307296304969",781.6072163510956,POINT (18.08307296304969 59.32465660538291),POINT (675418.7863340301 6580264.333463892)
5078,2590,173073,"59.33007971698113, 18.078850445895522",© Google,2022-08,59.33002894828553,18.07890297176728,FLAtC55b0vRJleB0FWKtew,OK,"59.33002894828553, 18.07890297176728",785.7220941367389,POINT (18.07890297176728 59.33002894828553),POINT (675153.9766789703 6580851.1842819275)
5079,2635,167331,"59.31876919622641, 18.07656334328358",© Google,2022-06,59.31886155609499,18.07652347841592,MzWpwKtZ9u47oDbbkk38qw,OK,"59.31886155609499, 18.07652347841592",790.2267479779147,POINT (18.07652347841592 59.31886155609499),POINT (675076.1189030248 6579602.228703704)
5080,2647,155089,"59.31796130188679, 18.071989138059703",© Google,2023-03,59.31796681467139,18.07204582622385,pVTiyvI-BhWtL2rbVuwTZQ,OK,"59.31796681467139, 18.07204582622385",791.3131234471464,POINT (18.07204582622385 59.31796681467139),POINT (674826.0213668718 6579490.898209326)
5081,2682,160233,"59.33187503773585, 18.073924378731345",© Google,2014-06,59.33164568127737,18.07415404191769,EOTnv8ANK2P9iIHTUS_s_g,OK,"59.33164568127737, 18.07415404191769",795.8470999973516,POINT (18.07415404191769 59.33164568127737),POINT (674875.6313485884 6581018.609858765)
5082,2691,154229,"59.33196480377359, 18.071637276119404",© Google,2012-07,59.33200083580819,18.07156954777554,REfs5pdGzSm0YuBpgPcjDA,OK,"59.33200083580819, 18.07156954777554",797.0874275952201,POINT (18.07156954777554 59.33200083580819),POINT (674726.8539178793 6581051.345762496)
5083,2740,170858,"59.33052854716981, 18.077970791044777",© Google,2022-07,59.33058019370548,18.07810593733702,dSL8t-NgTzOya-DqecrhFw,OK,"59.33058019370548, 18.07810593733702",802.2131657805156,POINT (18.07810593733702 59.33058019370548),POINT (675105.8183214075 6580910.429912825)
5084,2814,163150,"59.33160573962264, 18.074979964552238",© Google,2023-03,59.33163681711724,18.07500132702563,sfF6p2pSEkkBZN-fti8n4g,OK,"59.33163681711724, 18.07500132702563",812.7586422816727,POINT (18.07500132702563 59.33163681711724),POINT (674923.853183493 6581019.849228254)
5085,2833,148235,"59.31760223773585, 18.069350173507463",© Google,2022-09,59.31760911527644,18.06963266847803,BHEAwv_jVDE8ERhD4Pilhg,OK,"59.31760911527644, 18.06963266847803",816.34334978717,POINT (18.06963266847803 59.31760911527644),POINT (674690.5905967716 6579444.760460217)
5086,2836,122016,"59.33007971698113, 18.059146177238805",© Google,2020-07,59.33016356246305,18.05929322921457,bHvu8RmbCmSAal8N9vraqA,OK,"59.33016356246305, 18.05929322921457",816.879759281789,POINT (18.05929322921457 59.33016356246305),POINT (674038.2309821497 6580814.740811621)
5087,2848,144694,"59.33223410188679, 18.067942725746267",© Google,2023-03,59.33225345467488,18.06811081906615,_gakFKvzKfwhC-jIJDb1dw,OK,"59.33225345467488, 18.06811081906615",818.2722290879472,POINT (18.06811081906615 59.33225345467488),POINT (674528.8977409496 6581070.385307739)
5088,2870,186878,"59.325052818867924, 18.0837765130597",© Google,2023-03,59.32514344913498,18.0837698005536,Wgd8K7RvOXVcg2LZe47n0A,OK,"59.32514344913498, 18.0837698005536",820.9818203051449,POINT (18.0837698005536 59.32514344913498),POINT (675455.9059432605 6580320.34492545)
5089,2904,165091,"59.331336441509436, 18.075683688432836",© Google,2023-03,59.33154899156422,18.07593185549537,TptkpWdw1mt9d9nyAvkEnA,OK,"59.33154899156422, 18.07593185549537",826.3917758617786,POINT (18.07593185549537 59.33154899156422),POINT (674977.2143375822 6581012.5212128805)
5090,2921,159242,"59.31778176981132, 18.073572516791046",© Google,2023-03,59.31790168881303,18.07409879525546,LvTDmIfknvBsUxiW8xsmyg,OK,"59.31790168881303, 18.07409879525546",828.8383165956938,POINT (18.07409879525546 59.31790168881303),POINT (674943.1340595271 6579489.042845623)
5091,2940,136435,"59.31805106792453, 18.06477596828358",© Google,2023-03,59.31781688791048,18.06495854287401,Hx6RbLDZwDNGVwR1ZA4iog,OK,"59.31781688791048, 18.06495854287401",831.6207878487434,POINT (18.06495854287401 59.31781688791048),POINT (674423.6465590666 6579455.628501327)
5092,2998,150948,"59.31742270566038, 18.07040575932836",© Google,2022-09,59.31741069158636,18.07043301127766,882A1iAizrnsY-mvvkMd2A,OK,"59.31741069158636, 18.07043301127766",840.5380089933,POINT (18.07043301127766 59.31741069158636),POINT (674737.1352231945 6579424.7798966225)
5093,3007,133052,"59.33187503773585, 18.06336852052239",© Google,2012-07,59.33184381825375,18.06335711778897,laQ5uIV-kCnC31ZVqlRg6g,OK,"59.33184381825375, 18.06335711778897",841.9181129713149,POINT (18.06335711778897 59.33184381825375),POINT (674260.706474032 6581012.349389348)
5094,3093,114981,"59.32092358113208, 18.056507212686565",© Google,2023-03,59.32092270234429,18.05657302256314,umfF27erzA4nmyhsf1k4XQ,OK,"59.32092270234429, 18.05657302256314",854.1161709690032,POINT (18.05657302256314 59.32092270234429),POINT (673930.7807256366 6579779.308845754)
5095,3117,169065,"59.31832036603774, 18.07726706716418",© Google,2022-06,59.31842891749601,18.07734362186048,6k86uTA7vlFa481mjzjyqQ,OK,"59.31842891749601, 18.07734362186048",855.7500991282928,POINT (18.07734362186048 59.31842891749601),POINT (675124.9953523944 6579556.241729917)
5096,3126,142385,"59.3325034, 18.06706307089552",© Google,2023-03,59.33253226933753,18.06708042356618,kO_qVO-dIrb4hYYMPIhc1w,OK,"59.33253226933753, 18.06708042356618",856.1111481629262,POINT (18.06708042356618 59.33253226933753),POINT (674468.8808267663 6581098.711127151)
5097,3131,123914,"59.330887611320755, 18.059849901119403",© Google,2022-09,59.33090943582609,18.05986784053821,e0vcfr1MgR4KK5WcFN2kBg,OK,"59.33090943582609, 18.05986784053821",857.0683200454117,POINT (18.05986784053821 59.33090943582609),POINT (674067.0885168483 6580899.243808339)
5098,3172,171262,"59.31849989811321, 18.078146722014925",© Google,2022-06,59.31866488600916,18.07826677043603,C2GsYI5O_SeUUcIw4Y5Rsg,OK,"59.31866488600916, 18.07826677043603",863.4039422881054,POINT (18.07826677043603 59.31866488600916),POINT (675176.2910649688 6579584.928289333)
5099,3211,189129,"59.32514258490566, 18.084480236940298",© Google,2023-03,59.32506247988378,18.08457326796049,Ns87GwAObMHfaSwvGh3Otg,OK,"59.32506247988378, 18.08457326796049",866.5152897523534,POINT (18.08457326796049 59.32506247988378),POINT (675502.0168889611 6580313.452278913)
5100,3234,151943,"59.33259316603774, 18.070757621268655",© Google,2023-03,59.33269596068934,18.07079089091035,Zkvqdy-0PUQjlcIGRZWomA,OK,"59.33269596068934, 18.07079089091035",868.3493026548454,POINT (18.07079089091035 59.33269596068934),POINT (674679.0108553867 6581126.655745007)
5101,3245,129528,"59.331785271698116, 18.061961072761193",© Google,2020-07,59.33181193431153,18.06214810786007,eytLXr4Y8_PqIMtXatzqvw,OK,"59.33181193431153, 18.06214810786007",868.9713211221806,POINT (18.06214810786007 59.33181193431153),POINT (674192.1259974084 6581005.63758141)
