Location_idx,Location,Unnamed: 2
237827,"59.31526832075472, 18.10031402425373",
237828,"59.31535808679245, 18.10031402425373",
237829,"59.31544785283019, 18.10031402425373",
237952,"59.33986421509434, 18.10031402425373",
237953,"59.339953981132076, 18.10031402425373",
237954,"59.34004374716981, 18.10031402425373",
237955,"59.34013351320755, 18.10031402425373",
237956,"59.340223279245286, 18.10031402425373",
237957,"59.34031304528302, 18.10031402425373",
237958,"59.34040281132076, 18.10031402425373",
237959,"59.34049257735849, 18.10031402425373",
237960,"59.34058234339623, 18.10031402425373",
237961,"59.34067210943396, 18.10031402425373",
237962,"59.3407618754717, 18.10031402425373",
237963,"59.34085164150943, 18.10031402425373",
237964,"59.34094140754717, 18.10031402425373",
237965,"59.34103117358491, 18.10031402425373",
237966,"59.34112093962264, 18.10031402425373",
237967,"59.34121070566038, 18.10031402425373",
237968,"59.34130047169811, 18.10031402425373",
237969,"59.34139023773585, 18.10031402425373",
237970,"59.34148000377358, 18.10031402425373",
237971,"59.34156976981132, 18.10031402425373",
237972,"59.341659535849054, 18.10031402425373",
237973,"59.34174930188679, 18.10031402425373",
237974,"59.34183906792453, 18.10031402425373",
237975,"59.341928833962264, 18.10031402425373",
237976,"59.3420186, 18.10031402425373",
237977,"59.342108366037735, 18.10031402425373",
237978,"59.342198132075474, 18.10031402425373",
237979,"59.342287898113206, 18.10031402425373",
237980,"59.342377664150945, 18.10031402425373",
237981,"59.34246743018868, 18.10031402425373",
237982,"59.342557196226416, 18.10031402425373",
237983,"59.342646962264155, 18.10031402425373",
237984,"59.34273672830189, 18.10031402425373",
237985,"59.342826494339626, 18.10031402425373",
237986,"59.34291626037736, 18.10031402425373",
237987,"59.3430060264151, 18.10031402425373",
237988,"59.34309579245283, 18.10031402425373",
237989,"59.34318555849057, 18.10031402425373",
238045,"59.348212456603775, 18.10031402425373",
238046,"59.34830222264151, 18.10031402425373",
238047,"59.348391988679246, 18.10031402425373",
238048,"59.348481754716985, 18.10031402425373",
238146,"59.3572788264151, 18.10031402425373",
238147,"59.35736859245283, 18.10031402425373",
238148,"59.35745835849057, 18.10031402425373",
238388,"59.339953981132076, 18.100489955223882",
238389,"59.34004374716981, 18.100489955223882",
238390,"59.34013351320755, 18.100489955223882",
238391,"59.340223279245286, 18.100489955223882",
238392,"59.34031304528302, 18.100489955223882",
238393,"59.34040281132076, 18.100489955223882",
238394,"59.34049257735849, 18.100489955223882",
238395,"59.34058234339623, 18.100489955223882",
238396,"59.34067210943396, 18.100489955223882",
238397,"59.3407618754717, 18.100489955223882",
238398,"59.34085164150943, 18.100489955223882",
238399,"59.34094140754717, 18.100489955223882",
238400,"59.34103117358491, 18.100489955223882",
238401,"59.34112093962264, 18.100489955223882",
238402,"59.34121070566038, 18.100489955223882",
238403,"59.34130047169811, 18.100489955223882",
238404,"59.34139023773585, 18.100489955223882",
238405,"59.34148000377358, 18.100489955223882",
238406,"59.34156976981132, 18.100489955223882",
238407,"59.341659535849054, 18.100489955223882",
238408,"59.34174930188679, 18.100489955223882",
238409,"59.34183906792453, 18.100489955223882",
238410,"59.341928833962264, 18.100489955223882",
238411,"59.3420186, 18.100489955223882",
238412,"59.342108366037735, 18.100489955223882",
238413,"59.342198132075474, 18.100489955223882",
238414,"59.342287898113206, 18.100489955223882",
238415,"59.342377664150945, 18.100489955223882",
238416,"59.34246743018868, 18.100489955223882",
238417,"59.342557196226416, 18.100489955223882",
238418,"59.342646962264155, 18.100489955223882",
238419,"59.34273672830189, 18.100489955223882",
238420,"59.342826494339626, 18.100489955223882",
238421,"59.34291626037736, 18.100489955223882",
238422,"59.3430060264151, 18.100489955223882",
238423,"59.34309579245283, 18.100489955223882",
238424,"59.34318555849057, 18.100489955223882",
238443,"59.344891113207545, 18.100489955223882",
238580,"59.35718906037736, 18.100489955223882",
238581,"59.3572788264151, 18.100489955223882",
238582,"59.35736859245283, 18.100489955223882",
238583,"59.35745835849057, 18.100489955223882",
238673,"59.31302416981132, 18.10066588619403",
238816,"59.340223279245286, 18.10066588619403",
238817,"59.34031304528302, 18.10066588619403",
238818,"59.34040281132076, 18.10066588619403",
238819,"59.34049257735849, 18.10066588619403",
238820,"59.34058234339623, 18.10066588619403",
238821,"59.34067210943396, 18.10066588619403",
238822,"59.3407618754717, 18.10066588619403",
238823,"59.34085164150943, 18.10066588619403",
238824,"59.34094140754717, 18.10066588619403",
238825,"59.34103117358491, 18.10066588619403",
238826,"59.34112093962264, 18.10066588619403",
238827,"59.34121070566038, 18.10066588619403",
238828,"59.34130047169811, 18.10066588619403",
238829,"59.34139023773585, 18.10066588619403",
238830,"59.34148000377358, 18.10066588619403",
238831,"59.34156976981132, 18.10066588619403",
238832,"59.341659535849054, 18.10066588619403",
238833,"59.34174930188679, 18.10066588619403",
238834,"59.34183906792453, 18.10066588619403",
238835,"59.341928833962264, 18.10066588619403",
238836,"59.3420186, 18.10066588619403",
238837,"59.342108366037735, 18.10066588619403",
238838,"59.342198132075474, 18.10066588619403",
238839,"59.342287898113206, 18.10066588619403",
238840,"59.342377664150945, 18.10066588619403",
238841,"59.34246743018868, 18.10066588619403",
238842,"59.342557196226416, 18.10066588619403",
238843,"59.342646962264155, 18.10066588619403",
238844,"59.34273672830189, 18.10066588619403",
238845,"59.342826494339626, 18.10066588619403",
238846,"59.34291626037736, 18.10066588619403",
238847,"59.3430060264151, 18.10066588619403",
238848,"59.34309579245283, 18.10066588619403",
238849,"59.34318555849057, 18.10066588619403",
238850,"59.3432753245283, 18.10066588619403",
238950,"59.35225192830189, 18.10066588619403",
238951,"59.35234169433962, 18.10066588619403",
238952,"59.35243146037736, 18.10066588619403",
238953,"59.35252122641509, 18.10066588619403",
238954,"59.35261099245283, 18.10066588619403",
239005,"59.35718906037736, 18.10066588619403",
239006,"59.3572788264151, 18.10066588619403",
239236,"59.34040281132076, 18.10084181716418",
239237,"59.34049257735849, 18.10084181716418",
239238,"59.34058234339623, 18.10084181716418",
239239,"59.34067210943396, 18.10084181716418",
239240,"59.3407618754717, 18.10084181716418",
239241,"59.34085164150943, 18.10084181716418",
239242,"59.34094140754717, 18.10084181716418",
239243,"59.34103117358491, 18.10084181716418",
239244,"59.34112093962264, 18.10084181716418",
239245,"59.34121070566038, 18.10084181716418",
239246,"59.34130047169811, 18.10084181716418",
239247,"59.34139023773585, 18.10084181716418",
239248,"59.34148000377358, 18.10084181716418",
239249,"59.34156976981132, 18.10084181716418",
239250,"59.341659535849054, 18.10084181716418",
239251,"59.34174930188679, 18.10084181716418",
239252,"59.34183906792453, 18.10084181716418",
239253,"59.341928833962264, 18.10084181716418",
239254,"59.3420186, 18.10084181716418",
239255,"59.342108366037735, 18.10084181716418",
239256,"59.342198132075474, 18.10084181716418",
239257,"59.342287898113206, 18.10084181716418",
239258,"59.342377664150945, 18.10084181716418",
239259,"59.34246743018868, 18.10084181716418",
239260,"59.342557196226416, 18.10084181716418",
239261,"59.342646962264155, 18.10084181716418",
239262,"59.34273672830189, 18.10084181716418",
239263,"59.342826494339626, 18.10084181716418",
239264,"59.34291626037736, 18.10084181716418",
239265,"59.3430060264151, 18.10084181716418",
239266,"59.34309579245283, 18.10084181716418",
239267,"59.34318555849057, 18.10084181716418",
239268,"59.3432753245283, 18.10084181716418",
239368,"59.35225192830189, 18.10084181716418",
239369,"59.35234169433962, 18.10084181716418",
239370,"59.35243146037736, 18.10084181716418",
239371,"59.35252122641509, 18.10084181716418",
239372,"59.35261099245283, 18.10084181716418",
239373,"59.35270075849057, 18.10084181716418",
239647,"59.34040281132076, 18.10101774813433",
239648,"59.34049257735849, 18.10101774813433",
239649,"59.34058234339623, 18.10101774813433",
239650,"59.34067210943396, 18.10101774813433",
239651,"59.3407618754717, 18.10101774813433",
239652,"59.34085164150943, 18.10101774813433",
239653,"59.34094140754717, 18.10101774813433",
239654,"59.34103117358491, 18.10101774813433",
239655,"59.34112093962264, 18.10101774813433",
239656,"59.34121070566038, 18.10101774813433",
239657,"59.34130047169811, 18.10101774813433",
239658,"59.34139023773585, 18.10101774813433",
239659,"59.34148000377358, 18.10101774813433",
239660,"59.34156976981132, 18.10101774813433",
239661,"59.341659535849054, 18.10101774813433",
239662,"59.34174930188679, 18.10101774813433",
239663,"59.34183906792453, 18.10101774813433",
239664,"59.341928833962264, 18.10101774813433",
239665,"59.3420186, 18.10101774813433",
239666,"59.342108366037735, 18.10101774813433",
239667,"59.342198132075474, 18.10101774813433",
239668,"59.342287898113206, 18.10101774813433",
239669,"59.342377664150945, 18.10101774813433",
239670,"59.34246743018868, 18.10101774813433",
239671,"59.342557196226416, 18.10101774813433",
239672,"59.342646962264155, 18.10101774813433",
239673,"59.34273672830189, 18.10101774813433",
239674,"59.342826494339626, 18.10101774813433",
239675,"59.34291626037736, 18.10101774813433",
239676,"59.3430060264151, 18.10101774813433",
239677,"59.34309579245283, 18.10101774813433",
239678,"59.34318555849057, 18.10101774813433",
239679,"59.3432753245283, 18.10101774813433",
239680,"59.34336509056604, 18.10101774813433",
239779,"59.35225192830189, 18.10101774813433",
239780,"59.35234169433962, 18.10101774813433",
239781,"59.35243146037736, 18.10101774813433",
239782,"59.35252122641509, 18.10101774813433",
239783,"59.35261099245283, 18.10101774813433",
239784,"59.35270075849057, 18.10101774813433",
239785,"59.3527905245283, 18.10101774813433",
240052,"59.34049257735849, 18.101193679104476",
240053,"59.34058234339623, 18.101193679104476",
240054,"59.34067210943396, 18.101193679104476",
240055,"59.3407618754717, 18.101193679104476",
240056,"59.34085164150943, 18.101193679104476",
240057,"59.34094140754717, 18.101193679104476",
240058,"59.34103117358491, 18.101193679104476",
240059,"59.34112093962264, 18.101193679104476",
240060,"59.34121070566038, 18.101193679104476",
240061,"59.34130047169811, 18.101193679104476",
240062,"59.34139023773585, 18.101193679104476",
240063,"59.34148000377358, 18.101193679104476",
240064,"59.34156976981132, 18.101193679104476",
240065,"59.341659535849054, 18.101193679104476",
240066,"59.34174930188679, 18.101193679104476",
240067,"59.34183906792453, 18.101193679104476",
240068,"59.341928833962264, 18.101193679104476",
240069,"59.3420186, 18.101193679104476",
240070,"59.342108366037735, 18.101193679104476",
240071,"59.342198132075474, 18.101193679104476",
240072,"59.342287898113206, 18.101193679104476",
240073,"59.342377664150945, 18.101193679104476",
240074,"59.34246743018868, 18.101193679104476",
240075,"59.342557196226416, 18.101193679104476",
240076,"59.342646962264155, 18.101193679104476",
240077,"59.34273672830189, 18.101193679104476",
240078,"59.342826494339626, 18.101193679104476",
240079,"59.34291626037736, 18.101193679104476",
240080,"59.3430060264151, 18.101193679104476",
240081,"59.34309579245283, 18.101193679104476",
240082,"59.34318555849057, 18.101193679104476",
240083,"59.3432753245283, 18.101193679104476",
240084,"59.34336509056604, 18.101193679104476",
240085,"59.34345485660378, 18.101193679104476",
240086,"59.34354462264151, 18.101193679104476",
240183,"59.35225192830189, 18.101193679104476",
240184,"59.35234169433962, 18.101193679104476",
240185,"59.35243146037736, 18.101193679104476",
240186,"59.35252122641509, 18.101193679104476",
240187,"59.35261099245283, 18.101193679104476",
240188,"59.35270075849057, 18.101193679104476",
240189,"59.3527905245283, 18.101193679104476",
240190,"59.35288029056604, 18.101193679104476",
240191,"59.35297005660377, 18.101193679104476",
240192,"59.35305982264151, 18.101193679104476",
240193,"59.353149588679244, 18.101193679104476",
240453,"59.34049257735849, 18.101369610074627",
240454,"59.34058234339623, 18.101369610074627",
240455,"59.34067210943396, 18.101369610074627",
240456,"59.3407618754717, 18.101369610074627",
240457,"59.34085164150943, 18.101369610074627",
240458,"59.34094140754717, 18.101369610074627",
240459,"59.34103117358491, 18.101369610074627",
240460,"59.34112093962264, 18.101369610074627",
240461,"59.34121070566038, 18.101369610074627",
240462,"59.34130047169811, 18.101369610074627",
240463,"59.34139023773585, 18.101369610074627",
240464,"59.34148000377358, 18.101369610074627",
240465,"59.34156976981132, 18.101369610074627",
240466,"59.341659535849054, 18.101369610074627",
240467,"59.34174930188679, 18.101369610074627",
240468,"59.34183906792453, 18.101369610074627",
240469,"59.341928833962264, 18.101369610074627",
240470,"59.3420186, 18.101369610074627",
240471,"59.342108366037735, 18.101369610074627",
240472,"59.342198132075474, 18.101369610074627",
240473,"59.342287898113206, 18.101369610074627",
240474,"59.342377664150945, 18.101369610074627",
240475,"59.34246743018868, 18.101369610074627",
240476,"59.342557196226416, 18.101369610074627",
240477,"59.342646962264155, 18.101369610074627",
240478,"59.34273672830189, 18.101369610074627",
240479,"59.342826494339626, 18.101369610074627",
240480,"59.34291626037736, 18.101369610074627",
240481,"59.3430060264151, 18.101369610074627",
240482,"59.34309579245283, 18.101369610074627",
240483,"59.34318555849057, 18.101369610074627",
240484,"59.3432753245283, 18.101369610074627",
240485,"59.34336509056604, 18.101369610074627",
240486,"59.34345485660378, 18.101369610074627",
240487,"59.34354462264151, 18.101369610074627",
240488,"59.34363438867925, 18.101369610074627",
240489,"59.34372415471698, 18.101369610074627",
240490,"59.34381392075472, 18.101369610074627",
240491,"59.34390368679245, 18.101369610074627",
240584,"59.35225192830189, 18.101369610074627",
240585,"59.35234169433962, 18.101369610074627",
240586,"59.35243146037736, 18.101369610074627",
240587,"59.35252122641509, 18.101369610074627",
240588,"59.35261099245283, 18.101369610074627",
240589,"59.35270075849057, 18.101369610074627",
240590,"59.3527905245283, 18.101369610074627",
240591,"59.35288029056604, 18.101369610074627",
240592,"59.35297005660377, 18.101369610074627",
240593,"59.35305982264151, 18.101369610074627",
240594,"59.353149588679244, 18.101369610074627",
240851,"59.34058234339623, 18.101545541044775",
240852,"59.34067210943396, 18.101545541044775",
240853,"59.3407618754717, 18.101545541044775",
240854,"59.34085164150943, 18.101545541044775",
240855,"59.34094140754717, 18.101545541044775",
240856,"59.34103117358491, 18.101545541044775",
240857,"59.34112093962264, 18.101545541044775",
240858,"59.34121070566038, 18.101545541044775",
240859,"59.34130047169811, 18.101545541044775",
240860,"59.34139023773585, 18.101545541044775",
240861,"59.34148000377358, 18.101545541044775",
240862,"59.34156976981132, 18.101545541044775",
240863,"59.341659535849054, 18.101545541044775",
240864,"59.34174930188679, 18.101545541044775",
240865,"59.34183906792453, 18.101545541044775",
240866,"59.341928833962264, 18.101545541044775",
240867,"59.3420186, 18.101545541044775",
240868,"59.342108366037735, 18.101545541044775",
240869,"59.342198132075474, 18.101545541044775",
240870,"59.342287898113206, 18.101545541044775",
240871,"59.342377664150945, 18.101545541044775",
240872,"59.34246743018868, 18.101545541044775",
240873,"59.342557196226416, 18.101545541044775",
240874,"59.342646962264155, 18.101545541044775",
240875,"59.34273672830189, 18.101545541044775",
240876,"59.342826494339626, 18.101545541044775",
240877,"59.34291626037736, 18.101545541044775",
240878,"59.3430060264151, 18.101545541044775",
240879,"59.34309579245283, 18.101545541044775",
240880,"59.34318555849057, 18.101545541044775",
240881,"59.3432753245283, 18.101545541044775",
240882,"59.34336509056604, 18.101545541044775",
240883,"59.34345485660378, 18.101545541044775",
240884,"59.34354462264151, 18.101545541044775",
240885,"59.34363438867925, 18.101545541044775",
240886,"59.34372415471698, 18.101545541044775",
240887,"59.34381392075472, 18.101545541044775",
240888,"59.34390368679245, 18.101545541044775",
240889,"59.34399345283019, 18.101545541044775",
240982,"59.35234169433962, 18.101545541044775",
240983,"59.35243146037736, 18.101545541044775",
240984,"59.35252122641509, 18.101545541044775",
240985,"59.35261099245283, 18.101545541044775",
240986,"59.35270075849057, 18.101545541044775",
240987,"59.3527905245283, 18.101545541044775",
240988,"59.35288029056604, 18.101545541044775",
240989,"59.35297005660377, 18.101545541044775",
240990,"59.35305982264151, 18.101545541044775",
240991,"59.353149588679244, 18.101545541044775",
241057,"59.359074147169814, 18.101545541044775",
241247,"59.34058234339623, 18.101721472014926",
241248,"59.34067210943396, 18.101721472014926",
241249,"59.3407618754717, 18.101721472014926",
241250,"59.34085164150943, 18.101721472014926",
241251,"59.34094140754717, 18.101721472014926",
241252,"59.34103117358491, 18.101721472014926",
241253,"59.34112093962264, 18.101721472014926",
241254,"59.34121070566038, 18.101721472014926",
241255,"59.34130047169811, 18.101721472014926",
241256,"59.34139023773585, 18.101721472014926",
241257,"59.34148000377358, 18.101721472014926",
241258,"59.34156976981132, 18.101721472014926",
241259,"59.341659535849054, 18.101721472014926",
241260,"59.34174930188679, 18.101721472014926",
241261,"59.34183906792453, 18.101721472014926",
241262,"59.341928833962264, 18.101721472014926",
241263,"59.3420186, 18.101721472014926",
241264,"59.342108366037735, 18.101721472014926",
241265,"59.342198132075474, 18.101721472014926",
241266,"59.342287898113206, 18.101721472014926",
241267,"59.342377664150945, 18.101721472014926",
241268,"59.34246743018868, 18.101721472014926",
241269,"59.342557196226416, 18.101721472014926",
241270,"59.342646962264155, 18.101721472014926",
241271,"59.34273672830189, 18.101721472014926",
241272,"59.342826494339626, 18.101721472014926",
241273,"59.34291626037736, 18.101721472014926",
241274,"59.3430060264151, 18.101721472014926",
241275,"59.34309579245283, 18.101721472014926",
241276,"59.34318555849057, 18.101721472014926",
241277,"59.3432753245283, 18.101721472014926",
241278,"59.34336509056604, 18.101721472014926",
241279,"59.34345485660378, 18.101721472014926",
241280,"59.34354462264151, 18.101721472014926",
241281,"59.34363438867925, 18.101721472014926",
241282,"59.34372415471698, 18.101721472014926",
241283,"59.34381392075472, 18.101721472014926",
241284,"59.34390368679245, 18.101721472014926",
241285,"59.34399345283019, 18.101721472014926",
241286,"59.34408321886792, 18.101721472014926",
241287,"59.34417298490566, 18.101721472014926",
241380,"59.35252122641509, 18.101721472014926",
241381,"59.35261099245283, 18.101721472014926",
241382,"59.35270075849057, 18.101721472014926",
241383,"59.3527905245283, 18.101721472014926",
241384,"59.35288029056604, 18.101721472014926",
241385,"59.35297005660377, 18.101721472014926",
241386,"59.35305982264151, 18.101721472014926",
241387,"59.353149588679244, 18.101721472014926",
241453,"59.359074147169814, 18.101721472014926",
241566,"59.333670358490565, 18.101897402985074",
241569,"59.333939656603775, 18.101897402985074",
241643,"59.34058234339623, 18.101897402985074",
241644,"59.34067210943396, 18.101897402985074",
241645,"59.3407618754717, 18.101897402985074",
241646,"59.34085164150943, 18.101897402985074",
241647,"59.34094140754717, 18.101897402985074",
241648,"59.34103117358491, 18.101897402985074",
241649,"59.34112093962264, 18.101897402985074",
241650,"59.34121070566038, 18.101897402985074",
241651,"59.34130047169811, 18.101897402985074",
241652,"59.34139023773585, 18.101897402985074",
241653,"59.34148000377358, 18.101897402985074",
241654,"59.34156976981132, 18.101897402985074",
241655,"59.341659535849054, 18.101897402985074",
241656,"59.34174930188679, 18.101897402985074",
241657,"59.34183906792453, 18.101897402985074",
241658,"59.341928833962264, 18.101897402985074",
241659,"59.3420186, 18.101897402985074",
241660,"59.342108366037735, 18.101897402985074",
241661,"59.342198132075474, 18.101897402985074",
241662,"59.342287898113206, 18.101897402985074",
241663,"59.342377664150945, 18.101897402985074",
241664,"59.34246743018868, 18.101897402985074",
241665,"59.342557196226416, 18.101897402985074",
241666,"59.342646962264155, 18.101897402985074",
241667,"59.34273672830189, 18.101897402985074",
241668,"59.342826494339626, 18.101897402985074",
241669,"59.34291626037736, 18.101897402985074",
241670,"59.3430060264151, 18.101897402985074",
241671,"59.34309579245283, 18.101897402985074",
241672,"59.34318555849057, 18.101897402985074",
241673,"59.3432753245283, 18.101897402985074",
241674,"59.34336509056604, 18.101897402985074",
241675,"59.34345485660378, 18.101897402985074",
241676,"59.34354462264151, 18.101897402985074",
241677,"59.34363438867925, 18.101897402985074",
241678,"59.34372415471698, 18.101897402985074",
241679,"59.34381392075472, 18.101897402985074",
241680,"59.34390368679245, 18.101897402985074",
241681,"59.34399345283019, 18.101897402985074",
241682,"59.34408321886792, 18.101897402985074",
241683,"59.34417298490566, 18.101897402985074",
241684,"59.3442627509434, 18.101897402985074",
241777,"59.35261099245283, 18.101897402985074",
241778,"59.35270075849057, 18.101897402985074",
241779,"59.3527905245283, 18.101897402985074",
241780,"59.35288029056604, 18.101897402985074",
241781,"59.35297005660377, 18.101897402985074",
241782,"59.35305982264151, 18.101897402985074",
241783,"59.353149588679244, 18.101897402985074",
241849,"59.359074147169814, 18.101897402985074",
241964,"59.333670358490565, 18.102073333955225",
241965,"59.333760124528304, 18.102073333955225",
241966,"59.333849890566036, 18.102073333955225",
241967,"59.333939656603775, 18.102073333955225",
242042,"59.34067210943396, 18.102073333955225",
242043,"59.3407618754717, 18.102073333955225",
242044,"59.34085164150943, 18.102073333955225",
242045,"59.34094140754717, 18.102073333955225",
242046,"59.34103117358491, 18.102073333955225",
242047,"59.34112093962264, 18.102073333955225",
242048,"59.34121070566038, 18.102073333955225",
242049,"59.34130047169811, 18.102073333955225",
242050,"59.34139023773585, 18.102073333955225",
242051,"59.34148000377358, 18.102073333955225",
242052,"59.34156976981132, 18.102073333955225",
242053,"59.341659535849054, 18.102073333955225",
242054,"59.34174930188679, 18.102073333955225",
242055,"59.34183906792453, 18.102073333955225",
242056,"59.341928833962264, 18.102073333955225",
242057,"59.3420186, 18.102073333955225",
242058,"59.342108366037735, 18.102073333955225",
242059,"59.342198132075474, 18.102073333955225",
242060,"59.342287898113206, 18.102073333955225",
242061,"59.342377664150945, 18.102073333955225",
242062,"59.34246743018868, 18.102073333955225",
242063,"59.342557196226416, 18.102073333955225",
242064,"59.342646962264155, 18.102073333955225",
242065,"59.34273672830189, 18.102073333955225",
242066,"59.342826494339626, 18.102073333955225",
242067,"59.34291626037736, 18.102073333955225",
242068,"59.3430060264151, 18.102073333955225",
242069,"59.34309579245283, 18.102073333955225",
242070,"59.34318555849057, 18.102073333955225",
242071,"59.3432753245283, 18.102073333955225",
242072,"59.34336509056604, 18.102073333955225",
242073,"59.34345485660378, 18.102073333955225",
242074,"59.34354462264151, 18.102073333955225",
242075,"59.34363438867925, 18.102073333955225",
242076,"59.34372415471698, 18.102073333955225",
242077,"59.34381392075472, 18.102073333955225",
242078,"59.34390368679245, 18.102073333955225",
242079,"59.34399345283019, 18.102073333955225",
242080,"59.34408321886792, 18.102073333955225",
242081,"59.34417298490566, 18.102073333955225",
242082,"59.3442627509434, 18.102073333955225",
242083,"59.34435251698113, 18.102073333955225",
242084,"59.34444228301887, 18.102073333955225",
242175,"59.35261099245283, 18.102073333955225",
242176,"59.35270075849057, 18.102073333955225",
242177,"59.3527905245283, 18.102073333955225",
242178,"59.35288029056604, 18.102073333955225",
242179,"59.35297005660377, 18.102073333955225",
242180,"59.35305982264151, 18.102073333955225",
242181,"59.353149588679244, 18.102073333955225",
242358,"59.33358059245283, 18.102249264925373",
242359,"59.333670358490565, 18.102249264925373",
242360,"59.333760124528304, 18.102249264925373",
242361,"59.333849890566036, 18.102249264925373",
242362,"59.333939656603775, 18.102249264925373",
242373,"59.33492708301887, 18.102249264925373",
242439,"59.34085164150943, 18.102249264925373",
242440,"59.34094140754717, 18.102249264925373",
242441,"59.34103117358491, 18.102249264925373",
242442,"59.34112093962264, 18.102249264925373",
242443,"59.34121070566038, 18.102249264925373",
242444,"59.34130047169811, 18.102249264925373",
242445,"59.34139023773585, 18.102249264925373",
242446,"59.34148000377358, 18.102249264925373",
242447,"59.34156976981132, 18.102249264925373",
242448,"59.341659535849054, 18.102249264925373",
242449,"59.34174930188679, 18.102249264925373",
242450,"59.34183906792453, 18.102249264925373",
242451,"59.341928833962264, 18.102249264925373",
242452,"59.3420186, 18.102249264925373",
242453,"59.342108366037735, 18.102249264925373",
242454,"59.342198132075474, 18.102249264925373",
242455,"59.342287898113206, 18.102249264925373",
242456,"59.342377664150945, 18.102249264925373",
242457,"59.34246743018868, 18.102249264925373",
242458,"59.342557196226416, 18.102249264925373",
242459,"59.342646962264155, 18.102249264925373",
242460,"59.34273672830189, 18.102249264925373",
242461,"59.342826494339626, 18.102249264925373",
242462,"59.34291626037736, 18.102249264925373",
242463,"59.3430060264151, 18.102249264925373",
242464,"59.34309579245283, 18.102249264925373",
242465,"59.34318555849057, 18.102249264925373",
242466,"59.3432753245283, 18.102249264925373",
242467,"59.34336509056604, 18.102249264925373",
242468,"59.34345485660378, 18.102249264925373",
242469,"59.34354462264151, 18.102249264925373",
242470,"59.34363438867925, 18.102249264925373",
242471,"59.34372415471698, 18.102249264925373",
242472,"59.34381392075472, 18.102249264925373",
242473,"59.34390368679245, 18.102249264925373",
242474,"59.34399345283019, 18.102249264925373",
242475,"59.34408321886792, 18.102249264925373",
242476,"59.34417298490566, 18.102249264925373",
242477,"59.3442627509434, 18.102249264925373",
242478,"59.34435251698113, 18.102249264925373",
242479,"59.34444228301887, 18.102249264925373",
242480,"59.3445320490566, 18.102249264925373",
242570,"59.35261099245283, 18.102249264925373",
242571,"59.35270075849057, 18.102249264925373",
242572,"59.3527905245283, 18.102249264925373",
242573,"59.35288029056604, 18.102249264925373",
242574,"59.35297005660377, 18.102249264925373",
242575,"59.35305982264151, 18.102249264925373",
242576,"59.353149588679244, 18.102249264925373",
242756,"59.333670358490565, 18.102425195895524",
242757,"59.333760124528304, 18.102425195895524",
242758,"59.333849890566036, 18.102425195895524",
242759,"59.333939656603775, 18.102425195895524",
242760,"59.33402942264151, 18.102425195895524",
242770,"59.33492708301887, 18.102425195895524",
242771,"59.3350168490566, 18.102425195895524",
242772,"59.33510661509434, 18.102425195895524",
242773,"59.33519638113208, 18.102425195895524",
242774,"59.33528614716981, 18.102425195895524",
242775,"59.33537591320755, 18.102425195895524",
242776,"59.33546567924528, 18.102425195895524",
242837,"59.34094140754717, 18.102425195895524",
242838,"59.34103117358491, 18.102425195895524",
242839,"59.34112093962264, 18.102425195895524",
242840,"59.34121070566038, 18.102425195895524",
242841,"59.34130047169811, 18.102425195895524",
242842,"59.34139023773585, 18.102425195895524",
242843,"59.34148000377358, 18.102425195895524",
242844,"59.34156976981132, 18.102425195895524",
242845,"59.341659535849054, 18.102425195895524",
242846,"59.34174930188679, 18.102425195895524",
242847,"59.34183906792453, 18.102425195895524",
242848,"59.341928833962264, 18.102425195895524",
242849,"59.3420186, 18.102425195895524",
242850,"59.342108366037735, 18.102425195895524",
242851,"59.342198132075474, 18.102425195895524",
242852,"59.342287898113206, 18.102425195895524",
242853,"59.342377664150945, 18.102425195895524",
242854,"59.34246743018868, 18.102425195895524",
242855,"59.342557196226416, 18.102425195895524",
242856,"59.342646962264155, 18.102425195895524",
242857,"59.34273672830189, 18.102425195895524",
242858,"59.342826494339626, 18.102425195895524",
242859,"59.34291626037736, 18.102425195895524",
242860,"59.3430060264151, 18.102425195895524",
242861,"59.34309579245283, 18.102425195895524",
242862,"59.34318555849057, 18.102425195895524",
242863,"59.3432753245283, 18.102425195895524",
242864,"59.34336509056604, 18.102425195895524",
242865,"59.34345485660378, 18.102425195895524",
242866,"59.34354462264151, 18.102425195895524",
242867,"59.34363438867925, 18.102425195895524",
242868,"59.34372415471698, 18.102425195895524",
242869,"59.34381392075472, 18.102425195895524",
242870,"59.34390368679245, 18.102425195895524",
242871,"59.34399345283019, 18.102425195895524",
242872,"59.34408321886792, 18.102425195895524",
242873,"59.34417298490566, 18.102425195895524",
242874,"59.3442627509434, 18.102425195895524",
242875,"59.34435251698113, 18.102425195895524",
242876,"59.34444228301887, 18.102425195895524",
242877,"59.3445320490566, 18.102425195895524",
242878,"59.34462181509434, 18.102425195895524",
242967,"59.35261099245283, 18.102425195895524",
242968,"59.35270075849057, 18.102425195895524",
242969,"59.3527905245283, 18.102425195895524",
242970,"59.35288029056604, 18.102425195895524",
242971,"59.35297005660377, 18.102425195895524",
242972,"59.35305982264151, 18.102425195895524",
242973,"59.353149588679244, 18.102425195895524",
243154,"59.333670358490565, 18.10260112686567",
243155,"59.333760124528304, 18.10260112686567",
243156,"59.333849890566036, 18.10260112686567",
243157,"59.333939656603775, 18.10260112686567",
243158,"59.33402942264151, 18.10260112686567",
