Location_idx,Location,Unnamed: 2
190722,"59.30700984528302, 18.085008029850748",
190723,"59.30709961132075, 18.085008029850748",
191021,"59.34381392075472, 18.085008029850748",
191028,"59.34444228301887, 18.085008029850748",
191029,"59.3445320490566, 18.085008029850748",
191039,"59.345429709433965, 18.085008029850748",
191040,"59.3455194754717, 18.085008029850748",
191041,"59.345609241509436, 18.085008029850748",
191042,"59.34569900754717, 18.085008029850748",
191043,"59.34578877358491, 18.085008029850748",
191049,"59.34632736981132, 18.085008029850748",
191050,"59.34641713584906, 18.085008029850748",
191051,"59.34650690188679, 18.085008029850748",
191052,"59.34659666792453, 18.085008029850748",
191053,"59.34668643396226, 18.085008029850748",
191054,"59.3467762, 18.085008029850748",
191055,"59.34686596603774, 18.085008029850748",
191056,"59.34695573207547, 18.085008029850748",
191057,"59.34704549811321, 18.085008029850748",
191058,"59.34713526415094, 18.085008029850748",
191059,"59.34722503018868, 18.085008029850748",
191060,"59.347314796226414, 18.085008029850748",
191061,"59.34740456226415, 18.085008029850748",
191062,"59.347494328301885, 18.085008029850748",
191063,"59.347584094339624, 18.085008029850748",
191064,"59.34767386037736, 18.085008029850748",
191065,"59.347763626415095, 18.085008029850748",
191084,"59.34946918113208, 18.085008029850748",
191085,"59.34955894716981, 18.085008029850748",
191086,"59.34964871320755, 18.085008029850748",
191087,"59.34973847924528, 18.085008029850748",
191088,"59.34982824528302, 18.085008029850748",
191089,"59.34991801132075, 18.085008029850748",
191090,"59.35000777735849, 18.085008029850748",
191091,"59.350097543396224, 18.085008029850748",
191092,"59.35018730943396, 18.085008029850748",
191252,"59.30099552075472, 18.085183960820896",
191270,"59.30261130943396, 18.085183960820896",
191271,"59.302701075471695, 18.085183960820896",
191272,"59.302790841509434, 18.085183960820896",
191273,"59.302880607547166, 18.085183960820896",
191274,"59.302970373584905, 18.085183960820896",
191275,"59.30306013962264, 18.085183960820896",
191276,"59.303149905660376, 18.085183960820896",
191277,"59.303239671698115, 18.085183960820896",
191278,"59.30332943773585, 18.085183960820896",
191306,"59.30683031320755, 18.085183960820896",
191307,"59.30692007924528, 18.085183960820896",
191308,"59.30700984528302, 18.085183960820896",
191605,"59.34372415471698, 18.085183960820896",
191606,"59.34381392075472, 18.085183960820896",
191607,"59.34390368679245, 18.085183960820896",
191608,"59.34399345283019, 18.085183960820896",
191610,"59.34417298490566, 18.085183960820896",
191611,"59.3442627509434, 18.085183960820896",
191612,"59.34435251698113, 18.085183960820896",
191613,"59.34444228301887, 18.085183960820896",
191614,"59.3445320490566, 18.085183960820896",
191625,"59.3455194754717, 18.085183960820896",
191626,"59.345609241509436, 18.085183960820896",
191627,"59.34569900754717, 18.085183960820896",
191628,"59.34578877358491, 18.085183960820896",
191629,"59.34587853962264, 18.085183960820896",
191630,"59.34596830566038, 18.085183960820896",
191631,"59.34605807169812, 18.085183960820896",
191632,"59.34614783773585, 18.085183960820896",
191633,"59.34623760377359, 18.085183960820896",
191634,"59.34632736981132, 18.085183960820896",
191635,"59.34641713584906, 18.085183960820896",
191636,"59.34650690188679, 18.085183960820896",
191637,"59.34659666792453, 18.085183960820896",
191638,"59.34668643396226, 18.085183960820896",
191639,"59.3467762, 18.085183960820896",
191640,"59.34686596603774, 18.085183960820896",
191641,"59.34695573207547, 18.085183960820896",
191642,"59.34704549811321, 18.085183960820896",
191643,"59.34713526415094, 18.085183960820896",
191644,"59.34722503018868, 18.085183960820896",
191645,"59.347314796226414, 18.085183960820896",
191646,"59.34740456226415, 18.085183960820896",
191647,"59.347494328301885, 18.085183960820896",
191648,"59.347584094339624, 18.085183960820896",
191649,"59.34767386037736, 18.085183960820896",
191650,"59.347763626415095, 18.085183960820896",
191651,"59.34785339245283, 18.085183960820896",
191652,"59.347943158490565, 18.085183960820896",
191656,"59.34830222264151, 18.085183960820896",
191657,"59.348391988679246, 18.085183960820896",
191669,"59.34946918113208, 18.085183960820896",
191670,"59.34955894716981, 18.085183960820896",
191671,"59.34964871320755, 18.085183960820896",
191672,"59.34973847924528, 18.085183960820896",
191673,"59.34982824528302, 18.085183960820896",
191674,"59.34991801132075, 18.085183960820896",
191675,"59.35000777735849, 18.085183960820896",
191676,"59.350097543396224, 18.085183960820896",
191677,"59.35018730943396, 18.085183960820896",
191840,"59.30090575471698, 18.085359891791043",
191841,"59.30099552075472, 18.085359891791043",
191860,"59.302701075471695, 18.085359891791043",
191861,"59.302790841509434, 18.085359891791043",
191862,"59.302880607547166, 18.085359891791043",
191863,"59.302970373584905, 18.085359891791043",
191864,"59.30306013962264, 18.085359891791043",
191865,"59.303149905660376, 18.085359891791043",
191869,"59.30350896981132, 18.085359891791043",
191896,"59.30683031320755, 18.085359891791043",
191897,"59.30692007924528, 18.085359891791043",
192194,"59.34381392075472, 18.085359891791043",
192195,"59.34390368679245, 18.085359891791043",
192196,"59.34399345283019, 18.085359891791043",
192197,"59.34408321886792, 18.085359891791043",
192198,"59.34417298490566, 18.085359891791043",
192213,"59.3455194754717, 18.085359891791043",
192214,"59.345609241509436, 18.085359891791043",
192215,"59.34569900754717, 18.085359891791043",
192216,"59.34578877358491, 18.085359891791043",
192217,"59.34587853962264, 18.085359891791043",
192218,"59.34596830566038, 18.085359891791043",
192219,"59.34605807169812, 18.085359891791043",
192220,"59.34614783773585, 18.085359891791043",
192221,"59.34623760377359, 18.085359891791043",
192222,"59.34632736981132, 18.085359891791043",
192223,"59.34641713584906, 18.085359891791043",
192224,"59.34650690188679, 18.085359891791043",
192225,"59.34659666792453, 18.085359891791043",
192226,"59.34668643396226, 18.085359891791043",
192227,"59.3467762, 18.085359891791043",
192228,"59.34686596603774, 18.085359891791043",
192229,"59.34695573207547, 18.085359891791043",
192230,"59.34704549811321, 18.085359891791043",
192231,"59.34713526415094, 18.085359891791043",
192232,"59.34722503018868, 18.085359891791043",
192233,"59.347314796226414, 18.085359891791043",
192234,"59.34740456226415, 18.085359891791043",
192235,"59.347494328301885, 18.085359891791043",
192236,"59.347584094339624, 18.085359891791043",
192237,"59.34767386037736, 18.085359891791043",
192238,"59.347763626415095, 18.085359891791043",
192239,"59.34785339245283, 18.085359891791043",
192240,"59.347943158490565, 18.085359891791043",
192241,"59.348032924528304, 18.085359891791043",
192242,"59.348122690566036, 18.085359891791043",
192243,"59.348212456603775, 18.085359891791043",
192244,"59.34830222264151, 18.085359891791043",
192245,"59.348391988679246, 18.085359891791043",
192256,"59.34937941509434, 18.085359891791043",
192257,"59.34946918113208, 18.085359891791043",
192258,"59.34955894716981, 18.085359891791043",
192259,"59.34964871320755, 18.085359891791043",
192260,"59.34973847924528, 18.085359891791043",
192261,"59.34982824528302, 18.085359891791043",
192262,"59.34991801132075, 18.085359891791043",
192263,"59.35000777735849, 18.085359891791043",
192264,"59.350097543396224, 18.085359891791043",
192265,"59.35018730943396, 18.085359891791043",
192428,"59.30081598867925, 18.085535822761194",
192429,"59.30090575471698, 18.085535822761194",
192430,"59.30099552075472, 18.085535822761194",
192431,"59.30108528679245, 18.085535822761194",
192449,"59.302701075471695, 18.085535822761194",
192450,"59.302790841509434, 18.085535822761194",
192451,"59.302880607547166, 18.085535822761194",
192452,"59.302970373584905, 18.085535822761194",
192484,"59.30683031320755, 18.085535822761194",
192485,"59.30692007924528, 18.085535822761194",
192781,"59.34381392075472, 18.085535822761194",
192782,"59.34390368679245, 18.085535822761194",
192783,"59.34399345283019, 18.085535822761194",
192784,"59.34408321886792, 18.085535822761194",
192800,"59.3455194754717, 18.085535822761194",
192801,"59.345609241509436, 18.085535822761194",
192802,"59.34569900754717, 18.085535822761194",
192803,"59.34578877358491, 18.085535822761194",
192804,"59.34587853962264, 18.085535822761194",
192805,"59.34596830566038, 18.085535822761194",
192806,"59.34605807169812, 18.085535822761194",
192807,"59.34614783773585, 18.085535822761194",
192808,"59.34623760377359, 18.085535822761194",
192809,"59.34632736981132, 18.085535822761194",
192810,"59.34641713584906, 18.085535822761194",
192811,"59.34650690188679, 18.085535822761194",
192812,"59.34659666792453, 18.085535822761194",
192813,"59.34668643396226, 18.085535822761194",
192814,"59.3467762, 18.085535822761194",
192815,"59.34686596603774, 18.085535822761194",
192816,"59.34695573207547, 18.085535822761194",
192817,"59.34704549811321, 18.085535822761194",
192818,"59.34713526415094, 18.085535822761194",
192819,"59.34722503018868, 18.085535822761194",
192820,"59.347314796226414, 18.085535822761194",
192821,"59.34740456226415, 18.085535822761194",
192822,"59.347494328301885, 18.085535822761194",
192823,"59.347584094339624, 18.085535822761194",
192824,"59.34767386037736, 18.085535822761194",
192825,"59.347763626415095, 18.085535822761194",
192826,"59.34785339245283, 18.085535822761194",
192827,"59.347943158490565, 18.085535822761194",
192828,"59.348032924528304, 18.085535822761194",
192829,"59.348122690566036, 18.085535822761194",
192830,"59.348212456603775, 18.085535822761194",
192831,"59.34830222264151, 18.085535822761194",
192832,"59.348391988679246, 18.085535822761194",
192843,"59.34937941509434, 18.085535822761194",
192844,"59.34946918113208, 18.085535822761194",
192845,"59.34955894716981, 18.085535822761194",
192846,"59.34964871320755, 18.085535822761194",
192847,"59.34973847924528, 18.085535822761194",
192848,"59.34982824528302, 18.085535822761194",
192849,"59.34991801132075, 18.085535822761194",
192850,"59.35000777735849, 18.085535822761194",
192851,"59.350097543396224, 18.085535822761194",
192852,"59.35018730943396, 18.085535822761194",
193015,"59.30081598867925, 18.085711753731342",
193016,"59.30090575471698, 18.085711753731342",
193017,"59.30099552075472, 18.085711753731342",
193018,"59.30108528679245, 18.085711753731342",
193019,"59.30117505283019, 18.085711753731342",
193020,"59.30126481886792, 18.085711753731342",
193037,"59.302790841509434, 18.085711753731342",
193038,"59.302880607547166, 18.085711753731342",
193071,"59.30674054716981, 18.085711753731342",
193072,"59.30683031320755, 18.085711753731342",
193073,"59.30692007924528, 18.085711753731342",
193356,"59.34273672830189, 18.085711753731342",
193368,"59.34381392075472, 18.085711753731342",
193369,"59.34390368679245, 18.085711753731342",
193370,"59.34399345283019, 18.085711753731342",
193387,"59.3455194754717, 18.085711753731342",
193388,"59.345609241509436, 18.085711753731342",
193389,"59.34569900754717, 18.085711753731342",
193390,"59.34578877358491, 18.085711753731342",
193391,"59.34587853962264, 18.085711753731342",
193392,"59.34596830566038, 18.085711753731342",
193393,"59.34605807169812, 18.085711753731342",
193394,"59.34614783773585, 18.085711753731342",
193395,"59.34623760377359, 18.085711753731342",
193396,"59.34632736981132, 18.085711753731342",
193397,"59.34641713584906, 18.085711753731342",
193398,"59.34650690188679, 18.085711753731342",
193399,"59.34659666792453, 18.085711753731342",
193400,"59.34668643396226, 18.085711753731342",
193401,"59.3467762, 18.085711753731342",
193402,"59.34686596603774, 18.085711753731342",
193403,"59.34695573207547, 18.085711753731342",
193404,"59.34704549811321, 18.085711753731342",
193405,"59.34713526415094, 18.085711753731342",
193406,"59.34722503018868, 18.085711753731342",
193407,"59.347314796226414, 18.085711753731342",
193408,"59.34740456226415, 18.085711753731342",
193409,"59.347494328301885, 18.085711753731342",
193410,"59.347584094339624, 18.085711753731342",
193411,"59.34767386037736, 18.085711753731342",
193412,"59.347763626415095, 18.085711753731342",
193413,"59.34785339245283, 18.085711753731342",
193414,"59.347943158490565, 18.085711753731342",
193415,"59.348032924528304, 18.085711753731342",
193416,"59.348122690566036, 18.085711753731342",
193417,"59.348212456603775, 18.085711753731342",
193418,"59.34830222264151, 18.085711753731342",
193419,"59.348391988679246, 18.085711753731342",
193431,"59.34946918113208, 18.085711753731342",
193432,"59.34955894716981, 18.085711753731342",
193433,"59.34964871320755, 18.085711753731342",
193434,"59.34973847924528, 18.085711753731342",
193435,"59.34982824528302, 18.085711753731342",
193436,"59.34991801132075, 18.085711753731342",
193437,"59.35000777735849, 18.085711753731342",
193438,"59.350097543396224, 18.085711753731342",
193439,"59.35018730943396, 18.085711753731342",
193601,"59.30081598867925, 18.085887684701493",
193602,"59.30090575471698, 18.085887684701493",
193603,"59.30099552075472, 18.085887684701493",
193604,"59.30108528679245, 18.085887684701493",
193605,"59.30117505283019, 18.085887684701493",
193606,"59.30126481886792, 18.085887684701493",
193607,"59.30135458490566, 18.085887684701493",
193608,"59.3014443509434, 18.085887684701493",
193609,"59.30153411698113, 18.085887684701493",
193623,"59.302790841509434, 18.085887684701493",
193653,"59.3064712490566, 18.085887684701493",
193654,"59.30656101509434, 18.085887684701493",
193655,"59.30665078113208, 18.085887684701493",
193656,"59.30674054716981, 18.085887684701493",
193657,"59.30683031320755, 18.085887684701493",
193658,"59.30692007924528, 18.085887684701493",
193678,"59.3087154, 18.085887684701493",
193940,"59.34273672830189, 18.085887684701493",
193941,"59.342826494339626, 18.085887684701493",
193953,"59.34390368679245, 18.085887684701493",
193954,"59.34399345283019, 18.085887684701493",
193971,"59.3455194754717, 18.085887684701493",
193972,"59.345609241509436, 18.085887684701493",
193973,"59.34569900754717, 18.085887684701493",
193974,"59.34578877358491, 18.085887684701493",
193975,"59.34587853962264, 18.085887684701493",
193976,"59.34596830566038, 18.085887684701493",
193977,"59.34605807169812, 18.085887684701493",
193978,"59.34614783773585, 18.085887684701493",
193979,"59.34623760377359, 18.085887684701493",
193980,"59.34632736981132, 18.085887684701493",
193981,"59.34641713584906, 18.085887684701493",
193982,"59.34650690188679, 18.085887684701493",
193983,"59.34659666792453, 18.085887684701493",
193984,"59.34668643396226, 18.085887684701493",
193985,"59.3467762, 18.085887684701493",
193986,"59.34686596603774, 18.085887684701493",
193987,"59.34695573207547, 18.085887684701493",
193988,"59.34704549811321, 18.085887684701493",
193989,"59.34713526415094, 18.085887684701493",
193990,"59.34722503018868, 18.085887684701493",
193991,"59.347314796226414, 18.085887684701493",
193992,"59.34740456226415, 18.085887684701493",
193993,"59.347494328301885, 18.085887684701493",
193994,"59.347584094339624, 18.085887684701493",
193995,"59.34767386037736, 18.085887684701493",
193996,"59.347763626415095, 18.085887684701493",
193997,"59.34785339245283, 18.085887684701493",
193998,"59.347943158490565, 18.085887684701493",
193999,"59.348032924528304, 18.085887684701493",
194000,"59.348122690566036, 18.085887684701493",
194001,"59.348212456603775, 18.085887684701493",
194002,"59.34830222264151, 18.085887684701493",
194015,"59.34946918113208, 18.085887684701493",
194016,"59.34955894716981, 18.085887684701493",
194017,"59.34964871320755, 18.085887684701493",
194018,"59.34973847924528, 18.085887684701493",
194019,"59.34982824528302, 18.085887684701493",
194020,"59.34991801132075, 18.085887684701493",
194021,"59.35000777735849, 18.085887684701493",
194022,"59.350097543396224, 18.085887684701493",
194023,"59.35018730943396, 18.085887684701493",
194185,"59.30081598867925, 18.08606361567164",
194186,"59.30090575471698, 18.08606361567164",
194187,"59.30099552075472, 18.08606361567164",
194188,"59.30108528679245, 18.08606361567164",
194189,"59.30117505283019, 18.08606361567164",
194190,"59.30126481886792, 18.08606361567164",
194191,"59.30135458490566, 18.08606361567164",
194192,"59.3014443509434, 18.08606361567164",
194193,"59.30153411698113, 18.08606361567164",
194238,"59.3064712490566, 18.08606361567164",
194239,"59.30656101509434, 18.08606361567164",
194240,"59.30665078113208, 18.08606361567164",
194241,"59.30674054716981, 18.08606361567164",
194242,"59.30683031320755, 18.08606361567164",
194243,"59.30692007924528, 18.08606361567164",
194244,"59.30700984528302, 18.08606361567164",
194523,"59.342646962264155, 18.08606361567164",
194524,"59.34273672830189, 18.08606361567164",
194525,"59.342826494339626, 18.08606361567164",
194537,"59.34390368679245, 18.08606361567164",
194538,"59.34399345283019, 18.08606361567164",
194555,"59.3455194754717, 18.08606361567164",
194556,"59.345609241509436, 18.08606361567164",
194557,"59.34569900754717, 18.08606361567164",
194558,"59.34578877358491, 18.08606361567164",
194559,"59.34587853962264, 18.08606361567164",
194560,"59.34596830566038, 18.08606361567164",
194561,"59.34605807169812, 18.08606361567164",
194562,"59.34614783773585, 18.08606361567164",
194563,"59.34623760377359, 18.08606361567164",
194564,"59.34632736981132, 18.08606361567164",
194565,"59.34641713584906, 18.08606361567164",
194566,"59.34650690188679, 18.08606361567164",
194567,"59.34659666792453, 18.08606361567164",
194568,"59.34668643396226, 18.08606361567164",
194569,"59.3467762, 18.08606361567164",
194570,"59.34686596603774, 18.08606361567164",
194571,"59.34695573207547, 18.08606361567164",
194572,"59.34704549811321, 18.08606361567164",
194573,"59.34713526415094, 18.08606361567164",
194574,"59.34722503018868, 18.08606361567164",
194575,"59.347314796226414, 18.08606361567164",
194576,"59.34740456226415, 18.08606361567164",
194577,"59.347494328301885, 18.08606361567164",
194578,"59.347584094339624, 18.08606361567164",
194579,"59.34767386037736, 18.08606361567164",
194580,"59.347763626415095, 18.08606361567164",
194581,"59.34785339245283, 18.08606361567164",
194582,"59.347943158490565, 18.08606361567164",
194583,"59.348032924528304, 18.08606361567164",
194584,"59.348122690566036, 18.08606361567164",
194585,"59.348212456603775, 18.08606361567164",
194586,"59.34830222264151, 18.08606361567164",
194599,"59.34946918113208, 18.08606361567164",
194600,"59.34955894716981, 18.08606361567164",
194601,"59.34964871320755, 18.08606361567164",
194602,"59.34973847924528, 18.08606361567164",
194603,"59.34982824528302, 18.08606361567164",
194604,"59.34991801132075, 18.08606361567164",
194605,"59.35000777735849, 18.08606361567164",
194606,"59.350097543396224, 18.08606361567164",
194607,"59.35018730943396, 18.08606361567164",
194771,"59.30090575471698, 18.086239546641792",
194772,"59.30099552075472, 18.086239546641792",
194773,"59.30108528679245, 18.086239546641792",
194774,"59.30117505283019, 18.086239546641792",
194775,"59.30126481886792, 18.086239546641792",
194776,"59.30135458490566, 18.086239546641792",
194777,"59.3014443509434, 18.086239546641792",
194823,"59.30656101509434, 18.086239546641792",
194824,"59.30665078113208, 18.086239546641792",
194825,"59.30674054716981, 18.086239546641792",
194826,"59.30683031320755, 18.086239546641792",
195107,"59.342646962264155, 18.086239546641792",
195108,"59.34273672830189, 18.086239546641792",
195109,"59.342826494339626, 18.086239546641792",
195110,"59.34291626037736, 18.086239546641792",
195122,"59.34399345283019, 18.086239546641792",
195138,"59.345429709433965, 18.086239546641792",
195139,"59.3455194754717, 18.086239546641792",
195140,"59.345609241509436, 18.086239546641792",
195141,"59.34569900754717, 18.086239546641792",
195142,"59.34578877358491, 18.086239546641792",
195143,"59.34587853962264, 18.086239546641792",
195144,"59.34596830566038, 18.086239546641792",
195145,"59.34605807169812, 18.086239546641792",
195146,"59.34614783773585, 18.086239546641792",
195147,"59.34623760377359, 18.086239546641792",
195148,"59.34632736981132, 18.086239546641792",
195149,"59.34641713584906, 18.086239546641792",
195150,"59.34650690188679, 18.086239546641792",
195151,"59.34659666792453, 18.086239546641792",
195152,"59.34668643396226, 18.086239546641792",
195153,"59.3467762, 18.086239546641792",
195154,"59.34686596603774, 18.086239546641792",
195155,"59.34695573207547, 18.086239546641792",
195156,"59.34704549811321, 18.086239546641792",
195157,"59.34713526415094, 18.086239546641792",
195158,"59.34722503018868, 18.086239546641792",
195159,"59.347314796226414, 18.086239546641792",
195160,"59.34740456226415, 18.086239546641792",
195161,"59.347494328301885, 18.086239546641792",
195162,"59.347584094339624, 18.086239546641792",
195163,"59.34767386037736, 18.086239546641792",
195164,"59.347763626415095, 18.086239546641792",
195165,"59.34785339245283, 18.086239546641792",
195166,"59.347943158490565, 18.086239546641792",
195167,"59.348032924528304, 18.086239546641792",
195168,"59.348122690566036, 18.086239546641792",
195169,"59.348212456603775, 18.086239546641792",
195183,"59.34946918113208, 18.086239546641792",
195184,"59.34955894716981, 18.086239546641792",
195185,"59.34964871320755, 18.086239546641792",
195186,"59.34973847924528, 18.086239546641792",
195187,"59.34982824528302, 18.086239546641792",
195188,"59.34991801132075, 18.086239546641792",
195189,"59.35000777735849, 18.086239546641792",
195190,"59.350097543396224, 18.086239546641792",
195355,"59.30081598867925, 18.08641547761194",
195356,"59.30090575471698, 18.08641547761194",
195357,"59.30099552075472, 18.08641547761194",
195358,"59.30108528679245, 18.08641547761194",
195359,"59.30117505283019, 18.08641547761194",
195360,"59.30126481886792, 18.08641547761194",
195361,"59.30135458490566, 18.08641547761194",
195362,"59.3014443509434, 18.08641547761194",
195409,"59.30656101509434, 18.08641547761194",
195410,"59.30665078113208, 18.08641547761194",
195411,"59.30674054716981, 18.08641547761194",
195692,"59.342646962264155, 18.08641547761194",
195693,"59.34273672830189, 18.08641547761194",
195694,"59.342826494339626, 18.08641547761194",
195695,"59.34291626037736, 18.08641547761194",
195696,"59.3430060264151, 18.08641547761194",
195722,"59.345339943396226, 18.08641547761194",
195723,"59.345429709433965, 18.08641547761194",
195724,"59.3455194754717, 18.08641547761194",
195725,"59.345609241509436, 18.08641547761194",
195726,"59.34569900754717, 18.08641547761194",
195727,"59.34578877358491, 18.08641547761194",
195728,"59.34587853962264, 18.08641547761194",
195729,"59.34596830566038, 18.08641547761194",
195730,"59.34605807169812, 18.08641547761194",
195731,"59.34614783773585, 18.08641547761194",
195732,"59.34623760377359, 18.08641547761194",
195733,"59.34632736981132, 18.08641547761194",
195734,"59.34641713584906, 18.08641547761194",
195735,"59.34650690188679, 18.08641547761194",
195736,"59.34659666792453, 18.08641547761194",
195737,"59.34668643396226, 18.08641547761194",
195738,"59.3467762, 18.08641547761194",
195739,"59.34686596603774, 18.08641547761194",
195740,"59.34695573207547, 18.08641547761194",
195741,"59.34704549811321, 18.08641547761194",
195742,"59.34713526415094, 18.08641547761194",
195743,"59.34722503018868, 18.08641547761194",
195744,"59.347314796226414, 18.08641547761194",
195745,"59.34740456226415, 18.08641547761194",
195746,"59.347494328301885, 18.08641547761194",
195747,"59.347584094339624, 18.08641547761194",
195748,"59.34767386037736, 18.08641547761194",
195749,"59.347763626415095, 18.08641547761194",
195750,"59.34785339245283, 18.08641547761194",
195751,"59.347943158490565, 18.08641547761194",
195752,"59.348032924528304, 18.08641547761194",
195768,"59.34946918113208, 18.08641547761194",
195769,"59.34955894716981, 18.08641547761194",
195770,"59.34964871320755, 18.08641547761194",
195771,"59.34973847924528, 18.08641547761194",
195772,"59.34982824528302, 18.08641547761194",
195773,"59.34991801132075, 18.08641547761194",
195774,"59.35000777735849, 18.08641547761194",
195775,"59.350097543396224, 18.08641547761194",
195944,"59.30081598867925, 18.08659140858209",
195945,"59.30090575471698, 18.08659140858209",
195946,"59.30099552075472, 18.08659140858209",
195947,"59.30108528679245, 18.08659140858209",
195950,"59.30135458490566, 18.08659140858209",
195951,"59.3014443509434, 18.08659140858209",
195999,"59.30665078113208, 18.08659140858209",
196000,"59.30674054716981, 18.08659140858209",
196279,"59.342646962264155, 18.08659140858209",
196280,"59.34273672830189, 18.08659140858209",
196281,"59.342826494339626, 18.08659140858209",
196282,"59.34291626037736, 18.08659140858209",
196283,"59.3430060264151, 18.08659140858209",
196308,"59.345250177358494, 18.08659140858209",
196309,"59.345339943396226, 18.08659140858209",
196310,"59.345429709433965, 18.08659140858209",
196311,"59.3455194754717, 18.08659140858209",
196312,"59.345609241509436, 18.08659140858209",
196313,"59.34569900754717, 18.08659140858209",
196314,"59.34578877358491, 18.08659140858209",
196315,"59.34587853962264, 18.08659140858209",
196316,"59.34596830566038, 18.08659140858209",
196317,"59.34605807169812, 18.08659140858209",
196318,"59.34614783773585, 18.08659140858209",
196319,"59.34623760377359, 18.08659140858209",
196320,"59.34632736981132, 18.08659140858209",
196321,"59.34641713584906, 18.08659140858209",
196322,"59.34650690188679, 18.08659140858209",
196323,"59.34659666792453, 18.08659140858209",
196324,"59.34668643396226, 18.08659140858209",
196325,"59.3467762, 18.08659140858209",
196326,"59.34686596603774, 18.08659140858209",
196327,"59.34695573207547, 18.08659140858209",
196328,"59.34704549811321, 18.08659140858209",
196329,"59.34713526415094, 18.08659140858209",
196330,"59.34722503018868, 18.08659140858209",
196331,"59.347314796226414, 18.08659140858209",
196332,"59.34740456226415, 18.08659140858209",
196333,"59.347494328301885, 18.08659140858209",
196334,"59.347584094339624, 18.08659140858209",
196335,"59.34767386037736, 18.08659140858209",
196336,"59.347763626415095, 18.08659140858209",
196337,"59.34785339245283, 18.08659140858209",
196338,"59.347943158490565, 18.08659140858209",
196339,"59.348032924528304, 18.08659140858209",
196354,"59.34937941509434, 18.08659140858209",
196355,"59.34946918113208, 18.08659140858209",
196356,"59.34955894716981, 18.08659140858209",
196357,"59.34964871320755, 18.08659140858209",
196358,"59.34973847924528, 18.08659140858209",
196359,"59.34982824528302, 18.08659140858209",
196360,"59.34991801132075, 18.08659140858209",
196361,"59.35000777735849, 18.08659140858209",
196526,"59.30081598867925, 18.08676733955224",
196860,"59.342646962264155, 18.08676733955224",
196861,"59.34273672830189, 18.08676733955224",
196862,"59.342826494339626, 18.08676733955224",
196863,"59.34291626037736, 18.08676733955224",
196864,"59.3430060264151, 18.08676733955224",
196888,"59.345160411320755, 18.08676733955224",
196889,"59.345250177358494, 18.08676733955224",
196890,"59.345339943396226, 18.08676733955224",
196891,"59.345429709433965, 18.08676733955224",
196892,"59.3455194754717, 18.08676733955224",
196893,"59.345609241509436, 18.08676733955224",
196894,"59.34569900754717, 18.08676733955224",
196895,"59.34578877358491, 18.08676733955224",
196896,"59.34587853962264, 18.08676733955224",
196897,"59.34596830566038, 18.08676733955224",
196898,"59.34605807169812, 18.08676733955224",
196899,"59.34614783773585, 18.08676733955224",
196900,"59.34623760377359, 18.08676733955224",
196901,"59.34632736981132, 18.08676733955224",
196902,"59.34641713584906, 18.08676733955224",
196903,"59.34650690188679, 18.08676733955224",
196904,"59.34659666792453, 18.08676733955224",
196905,"59.34668643396226, 18.08676733955224",
196906,"59.3467762, 18.08676733955224",
196907,"59.34686596603774, 18.08676733955224",
196908,"59.34695573207547, 18.08676733955224",
196909,"59.34704549811321, 18.08676733955224",
196910,"59.34713526415094, 18.08676733955224",
196911,"59.34722503018868, 18.08676733955224",
196912,"59.347314796226414, 18.08676733955224",
196913,"59.34740456226415, 18.08676733955224",
196914,"59.347494328301885, 18.08676733955224",
196915,"59.347584094339624, 18.08676733955224",
196916,"59.34767386037736, 18.08676733955224",
196917,"59.347763626415095, 18.08676733955224",
196918,"59.34785339245283, 18.08676733955224",
196919,"59.347943158490565, 18.08676733955224",
196935,"59.34937941509434, 18.08676733955224",
196936,"59.34946918113208, 18.08676733955224",
196937,"59.34955894716981, 18.08676733955224",
196938,"59.34964871320755, 18.08676733955224",
196939,"59.34973847924528, 18.08676733955224",
196940,"59.34982824528302, 18.08676733955224",
196941,"59.34991801132075, 18.08676733955224",
196942,"59.35000777735849, 18.08676733955224",
197441,"59.342646962264155, 18.086943270522386",
197442,"59.34273672830189, 18.086943270522386",
197443,"59.342826494339626, 18.086943270522386",
197444,"59.34291626037736, 18.086943270522386",
197445,"59.3430060264151, 18.086943270522386",
197446,"59.34309579245283, 18.086943270522386",
197463,"59.34462181509434, 18.086943270522386",
197468,"59.345070645283016, 18.086943270522386",
197469,"59.345160411320755, 18.086943270522386",
197470,"59.345250177358494, 18.086943270522386",
197471,"59.345339943396226, 18.086943270522386",
197472,"59.345429709433965, 18.086943270522386",
197473,"59.3455194754717, 18.086943270522386",
197474,"59.345609241509436, 18.086943270522386",
197475,"59.34569900754717, 18.086943270522386",
197476,"59.34578877358491, 18.086943270522386",
197477,"59.34587853962264, 18.086943270522386",
197478,"59.34596830566038, 18.086943270522386",
197479,"59.34605807169812, 18.086943270522386",
197480,"59.34614783773585, 18.086943270522386",
197481,"59.34623760377359, 18.086943270522386",
197482,"59.34632736981132, 18.086943270522386",
197483,"59.34641713584906, 18.086943270522386",
197484,"59.34650690188679, 18.086943270522386",
197485,"59.34659666792453, 18.086943270522386",
197486,"59.34668643396226, 18.086943270522386",
197487,"59.3467762, 18.086943270522386",
197488,"59.34686596603774, 18.086943270522386",
197489,"59.34695573207547, 18.086943270522386",
197490,"59.34704549811321, 18.086943270522386",
197491,"59.34713526415094, 18.086943270522386",
197492,"59.34722503018868, 18.086943270522386",
